id_unico	decisao_revisada	confianca	regra	subgrupo_duvida	nucleo_analitico	ano	bases_origem	doi	termos_bloco_a	termos_bloco_b	auditado	titulo	justificativa_reprodutivel
REG_03247	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.3390/su13052495	operation and maintenance	sustainab; life cycle	nao	Digital twin technologies for turbomachinery in a life cycle perspective: A review	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03252	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/s10098-020-01994-w		life cycle	nao	A study of carbon emissions and energy consumption of wind power generation in the Panhandle of Texas	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03254	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.6047/j.issn.1000-8241.2021.03.005	operation and maintenance	life-cycle	nao	Data mining and its application in natural gas pipeline network under the context of big data	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03256	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.3390/buildings11030126		sustainab; sustainable development goal;  sdg	nao	Integration of bim and immersive technologies for aec: A scientometric‐swot analysis and critical content review	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03259	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1016/j.jweia.2020.104499	operation and maintenance	sustainab	nao	Increasing spatial resolution of wind resource prediction using NWP and RANS simulation	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03261	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1016/j.envdev.2020.100609	operation and maintenance	sustainab	nao	Forest biomass as a viable pathway for sustainable energy supply in isolated villages of Amazonia	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03262	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1088/1742-6596/1800/1/012011	operation and maintenance	life cycle	nao	Application of identity resolution and blockchain technology in the whole industrial chain management of electrical equipment	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03266	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1088/1755-1315/654/1/012006		sustainab	nao	Household Water Stress, Adaptation and Resilience in Some Selected Peri-urban and Rural Communities of Oyo State, Nigeria	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03268	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.3389/fsufs.2020.624066		sustainab	nao	Water Management in Agricultural Production, the Economy, and Venezuelan Society	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03280	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.3390/app11041386	operation and maintenance	life cycle	nao	New tendencies in wind energy operation and maintenance	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03282	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.3390/en14041129	operation and maintenance	sustainab	nao	A fuzzy-ANP approach for comprehensive benefit evaluation of grid-side commercial storage project	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03286	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1016/j.future.2020.09.010	operation and maintenance	life cycle; life-cycle	nao	RIOMS: An intelligent system for operation and maintenance of urban roads using spatio-temporal data in smart cities	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03288	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.3390/app11031333	maintenance management	life cycle	nao	Development of a maintenance and spare parts distribution model for increasing aircraft efficiency	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03289	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1016/j.renene.2020.10.125	operation and maintenance; maintenance planning; maintenance strategy	life cycle; life cycle cost	nao	Optimal maintenance planning and resource allocation for wind farms based on non-dominated sorting genetic algorithm-ΙΙ	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03290	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus		operation and maintenance	life cycle; life cycle cost	nao	Economic feasibility of solar irrigation pump in India: An insight from Andhra Pradesh	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03291	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1002/stab.202000093	maintenance management	life cycle	nao	A comparison of digitalisation of structural monitoring of wind turbines and bridges	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03292	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1016/j.eti.2020.101261	operation and maintenance	life cycle; life cycle cost	nao	A review of constructed wetland on type, treatment and technology of wastewater	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03294	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.3130/aijt.27.344		sustainab	nao	Analysis of worker circulation patterns within hospital “N” after changes in staffing: Sustainable improvement of surgical departments in acute care hospitals Part 2	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03295	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/s12517-021-06601-w		life cycle	nao	Research on dynamic data monitoring of marine bridge steel structure building information based on BIM model	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03299	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.1007/s10668-020-00631-2	operation and maintenance	sustainab	nao	A multi-actor and bottom-up perspective on attaining rural water security: qualitative evidence from India	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03300	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1016/j.eti.2020.101345	operation and maintenance	sustainab	nao	A Laboratory Investigation To Remove The Responsible For Clogging In Filtration Process	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03301	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.1007/s13201-021-01360-1	operation and maintenance	sustainab	nao	Sustainability of Batik wastewater quality management strategies: analytical hierarchy process	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03303	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1016/j.jclepro.2020.124419	operation and maintenance; retrofit	life cycle; life-cycle	nao	Life cycle water consumption for oxyfuel combustion power generation with carbon capture and storage	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03306	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.13334/j.0258-8013.pcsee.201813	operation and maintenance	life-cycle	nao	"""Intelligent Steam Turbine"" and Its Advances Under New Energy Circumstance"	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03310	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1088/1755-1315/632/5/052078		life cycle	nao	Research on product lifecycle model-based on UML	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03315	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2021	Scopus	10.1002/2475-8876.12201		green building	nao	Regional classification maps for engineered natural ventilation design of office buildings in Japan	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_03338	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2021	Scopus			sustainab	nao	A holistic framework for information system for the management of indoor environmental qualities (IEQ) in built facilities	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_03342	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-51295-8_47		life-cycle	nao	Impact of COBie on Design Activities	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03348	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-64228-0_17	operation and maintenance; maintenance management	life cycle	nao	Integration of Asset Management Standard ISO55000 with a Maintenance Management Model	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03354	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/icetci53161.2021.9563449		sustainab; life cycle; sustainable development goal;  sdg	nao	Environmental Life Cycle Assessment of a Small Wind Farm	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03356	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.1155/2021/6640198	operation and maintenance; maintenance management	life cycle	nao	Intelligent Prediction Method for Operation and Maintenance Safety of Prestressed Steel Structure Based on Digital Twin Technology	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03363	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.1016/j.procir.2021.01.121		sustainab; life cycle	nao	Adaptive decision-making method of life cycle options by using process data collected over multiple life cycle stages	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03369	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-55374-6_43	operation and maintenance	life cycle	nao	Comparison of alternative wastewater treatment plants using life cycle assessment (lca)	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03370	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1177/0954409720904255	operation and maintenance	life cycle; life cycle cost	nao	Life cycle cost analysis for the top-of-rail friction-modifier application: A case study from the Swedish iron ore line	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03371	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-51295-8_91		life cycle; life-cycle; greenhouse gas	nao	Life Cycle Assessment for Modular Roof Systems of Large-Span Building	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_03372	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1061/9780784483305.033		life cycle; life cycle cost; service life	nao	Life cycle cost analysis of corrugated metal pipes in Arkansas	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03374	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/ccdc52312.2021.9602767	operation and maintenance	life cycle	nao	Experimental Platform for Intelligent Application of Rail Transit	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03378	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-67376-5_1		life cycle	nao	Overview of Multi-criteria Decision Analysis and Its Applications on Energy Systems	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03379	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/dcoss52077.2021.00080	operation and maintenance; retrofit	greenhouse gas	nao	Data Driven Fleet Monitoring and Circular Economy	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03380	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus		maintenance management	life cycle	nao	Study on prevention and safety countermeasures of bridge risk accidents	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03382	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-59169-4_19	operation and maintenance	life cycle; life-cycle	nao	Life-Cycle Environmental Impact Assessment of Steel Bridge Deck Pavement	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03385	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/eimss53851.2021.00095	operation and maintenance	life cycle	nao	Research on the Innovatory Development of Global Intelligent Power Transmission and Maintenance Key Technologies Based on Patent Information Mining	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03386	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/iciba52610.2021.9688313	operation and maintenance	life cycle	nao	Lifetime prognostics of lithium-ion battery pack based on its early cycling data and complete degradation information of battery cells	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03387	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1002/sys.21565	maintenance management	life cycle	nao	Modeling a predictive maintenance management architecture to meet industry 4.0 requirements: A case study	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03388	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus|WoS	10.1016/j.trgeo.2020.100410	operation and maintenance	sustainab; life cycle	nao	Performance-based economic analysis to find the sustainable aggregate option for a granular roadway	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03389	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.46855/energy-proceedings-9430	operation and maintenance	life cycle; service life	nao	Long-term Energy Performance Evaluation and Improvement of Heat Pump Water Heating Systems in Shanghai	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03394	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/itei55021.2021.00076	operation and maintenance	life cycle	nao	Research on Curriculum Practice Teaching Reform of Information System Engineering Based on CDIO	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03395	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1115/iogpc2021-64026		life cycle	nao	Smart Pump Station, Remote Operations in cross-country pipelines, Automated Operation, Air Bubble Detector, multi-port drain valve, Internal Fault Detector, Fork Type Density Transmitter.	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03397	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-658-32222-9		sustainab	nao	Corporate Real Estate Management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03398	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.4271/2021-01-0035		life cycle	nao	Digital Data Standards in Aircraft Asset Lifecycle: Current Status and Future Needs	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03400	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/s11367-020-01834-5	operation and maintenance	life cycle	nao	Life cycle assessment of wind farms in Ethiopia	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03401	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.46354/i3m.2021.emss.021	operation and maintenance	life cycle	nao	A Multi-level Heterogeneous Model data Framework for Intelligent Factory Digital-Twin Systems	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03403	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus		maintenance management; condition-based maintenance	life-cycle	nao	New approaches for renewable energy management in autonomous marine vehicles	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03404	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-64228-0_8	operation and maintenance	life cycle; life cycle cost	nao	Planning Major Overhaul and Equipment Renovation Based on Asset Criticality and Health Index	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03405	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-981-15-6779-7_34	operation and maintenance	life cycle	nao	Cyber physical system in inverse manufacturing	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03406	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/cdc45484.2021.9683478	operation and maintenance	life cycle	nao	Optimal operation of renewable energy microgrids considering lifetime characteristics of battery energy storage system	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03407	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2021	Scopus	10.24425/ace.2021.137178		life cycle	nao	Supporting the technical management of residential buildings in the process of their exploitation	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_03408	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1155/2021/6644937		life-cycle	nao	Intelligent Construction, Operation, and Maintenance of a Large Wastewater-Treatment Plant Based on BIM	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03411	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-74154-9_1	maintenance management; maintenance strategy	life cycle	nao	Asset Maintenance: A Primary Support Function	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03413	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1049/icp.2021.1543	operation and maintenance	life cycle	nao	Utilities concerns about alternative to SF6	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03416	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1155/2021/2166075	operation and maintenance	life cycle	nao	Digital Twin-Assisted Simulation of Complex Assembly Models in Descending Process and Implementation of Key Link Characterization	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03419	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus		operation and maintenance	service life	nao	Fault Prognosis for Wind Turbines' Main Bearing based on SCADA data	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03420	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-70626-5_42	operation and maintenance	life cycle; service life	nao	Software Component Library Management Mechanism for Equipment Parts Service Value-Net	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03423	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/tim.2021.3111009	condition-based maintenance	life cycle; life cycle cost	nao	Remaining Useful Life Estimation for Prognostics of Lithium-Ion Batteries Based on Recurrent Neural Network	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03424	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1504/ijor.2021.114302	operation and maintenance; retrofit	life cycle	nao	Asset management strategies for wind turbines: keeping or retrofitting existing wind turbines?	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03425	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/icieam51226.2021.9446398	maintenance management	service life	nao	Colored petri net models for computer equipment maintenance management at an enterprise	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03428	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1201/9781003134572-84	maintenance management; condition-based maintenance	life-cycle	nao	New approaches for renewable energy management in autonomous marine vehicles	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03433	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.3973/j.issn.2096-4498.2021.01.017		life cycle	nao	Development of Risk Management and Control Platform for Urban Rail Transit Facility Structure	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03434	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.14716/ijtech.v12i5.5202	operation and maintenance	life-cycle	nao	An Infrastructure Financing Scheme for Industrial Development	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03438	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.3973/j.issn.2096-4498.2021.04.008	operation and maintenance	life-cycle	nao	Key Technologies and Application of Information Management and Service Platform for Urban Underground Space	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03440	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus		maintenance management; maintenance planning; maintenance strategy	life cycle; life cycle cost	nao	Implementation of a Maintenance Management System for CNC machines	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03444	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-48465-1_8	operation and maintenance	sustainab	nao	Urban Planning in the Context of Seatropolis City Through the Public–Private Partnership Scheme	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03446	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.3390/su13010071	operation and maintenance	life cycle	nao	The economic impact of climate change on urban drainage master planning in Barcelona	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03448	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-63654-8_10		life cycle; life-cycle	nao	The Evolution of Electrification in South Africa and Its Energy-Environmental Impact	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03455	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus		maintenance management	life-cycle	nao	Physical Asset Risk Management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03458	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-74154-9_3	maintenance management; maintenance strategy; condition assessment	life cycle	nao	Maintenance Strategy, Practices and Spare Parts Management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03462	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/iceeccot52851.2021.9707940	operation and maintenance	sustainab	nao	An Overview on Artificial Intelligence Techniques for Advanced Operation and Maintenance of PhotoVoltaic Power Plants	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03464	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-981-16-0742-4_3	operation and maintenance	sustainab	nao	A Systematic Approach to Reduce Operation and Maintenance Costs of Private Highway Projects in Malaysia	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03465	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/gcwkshps52748.2021.9682015	operation and maintenance	sustainab	nao	Intelligent Fault Diagnosis Method for Mobile Cellular Networks	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03467	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus			sustainab	nao	A Digital Twin Framework for Enhancing Predictive Maintenance of Pumps in Wastewater Treatment Plants	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03468	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.12924/cis2021.09010045		sustainab	nao	Towards financial sustainability: Beneficiaries’ perception and performance of community water supply services in Ghana	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03469	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.25115/eea.v39i4.4479	maintenance management	sustainab	nao	Integrating Resource-Based View and Performance Improvement Theory in Developing Maintenance Management Continuous Improvement Model: A Conceptual Framework	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03473	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus			sustainab	nao	Employee Fatigue in Offshore Wind Towards a Sustainable Workforce	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03475	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1109/icrito51393.2021.9596310	operation and maintenance	sustainab	nao	Simulation of a Dubai Based 100 KW Solar Plant on PVsyst	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03476	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.28991/esj-2021-01283	maintenance management; maintenance planning; maintenance strategy	sustainab	nao	Addressing the issues of maintenance management in smes: Towards sustainable and lean maintenance approach	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03477	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.1007/978-3-030-51328-3_81		sustainab	nao	A Tool for Performing Link Analysis, Operational Sequence Analysis, and Workload Analysis to Support Nuclear Power Plant Control Room Modernization	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03479	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.4324/9781003152811-16		sustainab	nao	Section 4: Facilities and Operations	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03480	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus	10.4028/www.scientific.net/jera.52.137	operation and maintenance	sustainab	nao	Total sustainable evaluation for road projects	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03481	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2021	Scopus		maintenance management; maintenance planning; maintenance strategy	sustainab	nao	Optimal maintenance management of offshore wind farms by genetic algorithms	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
