id_unico,doi,titulo,ano,bases_origem,resumo_presente,classe_pre_triagem,justificativa,sinal_titulo,bloco_a_presente,bloco_b_presente,bloco_c_presente,bloco_d_presente,bloco_tecnologico_presente,bloco_conceitual_presente,termos_bloco_a,termos_bloco_b
REG_04082,10.19721/j.cnki.1001-7372.2019.11.023,Optimal Decision of Pavement Maintenance Considering the Dynamic Distribution of Traffic Flow,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,maintenance management; maintenance strategy,life cycle
REG_04083,10.1016/j.jlp.2019.103949,A hybrid heuristic optimization of maintenance routing and scheduling for offshore wind farms,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life-cycle
REG_04084,10.1061/(asce)me.1943-5479.0000712,Framework for Automated Model-Based e-Permitting System for Municipal Jurisdictions,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,,life cycle
REG_04085,10.1016/j.enbuild.2019.109362,Building performance robustness assessment: Comparative study and demonstration using scenario analysis,2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (building performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,building performance
REG_04086,10.1016/j.enbuild.2019.109342,A data-driven procedure to model occupancy and occupant-related electric load profiles in residential buildings for energy simulation,2019,Scopus,sim,complementar,"Bloco A presente (building operation) com termo tecnologico (data-driven), sem Bloco B explicito -- complementar tecnologico.",sem_sinal,sim,nao,nao,nao,sim,nao,building operation,
REG_04087,10.1109/catcon47128.2019.cn004,IoT Based Wireless Sensor Network (WSN) for Condition Monitoring of Low Power Rooftop PV Panels,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,operation and maintenance,sustainab
REG_04088,10.35940/ijitee.a4795.119119,"Heat recovery ventilation for energy-efficient buildings: Design, operation and maintenance",2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04089,10.3390/su11215930,Advance management education for power-engineering and industry of the future,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04090,10.3390/su11216121,Stakeholder roles and perspectives on sedimentation management in small-scale irrigation schemes in Ethiopia,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04091,10.3390/s19214738,Intelligent image-based railway inspection system using deep learning-based object detection and weber contrast-based image comparison,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04092,10.1088/1757-899x/650/1/012016,Near zero energy house design parameter implementation in cluster housing - A case study,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab; environmental performance) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab; environmental performance
REG_04093,10.1088/1757-899x/609/7/072065,Assessing the annual power reliability of a residential building in relation to its ventilation system type: The case study of the off-grid container house in Shanghai.,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab; building performance; greenhouse gas
REG_04094,10.3389/fmars.2019.00601,A Yellow Sea Monitoring Platform and Its Scientific Applications,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab; greenhouse gas
REG_04095,10.3390/en12203940,An integrated energy and environmental audit process for historic buildings,2019,Scopus,sim,relevante,Bloco A (retrofit) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,retrofit,sustainab
REG_04096,10.1088/1757-899x/649/1/012029,Technology Research and Application on Catalyst Entire Life-cycle Management of Coal Fired Power Plant,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life-cycle) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,operation and maintenance,life-cycle
REG_04097,10.1088/1757-899x/615/1/012128,Sustainable operation and maintenance criteria for non-toll road green rating system,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04098,10.1088/1755-1315/329/1/012048,Climate change and emerging risks. Innovative urban climate services as a strategy to improve resilience of human systems.,2019,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (sustainab; greenhouse gas) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facility management,sustainab; greenhouse gas
REG_04099,10.1088/1742-6596/1299/1/012015,Assessment of the effectiveness of maintenance management systems in delivering quality maintenance services in higher institutions,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,sim,nao,nao,maintenance management,
REG_04100,10.1080/15732479.2019.1620789,Development of a bridge maintenance system for prestressed concrete bridges using 3D digital twin model,2019,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,sim,nao,,sustainab; service life
REG_04101,10.1080/10286608.2019.1672164,"Identifying and evaluating green building attributes by environment, social, and economic pillars of sustainability",2019,Scopus|WoS,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab; green building) presentes.,sugere_parcial,sim,sim,sim,nao,nao,nao,operation and maintenance,sustainab; green building
REG_04102,10.3390/buildings9100210,"A review and scientometric analysis of Global Building Information Modeling (BIM) Research in the Architecture, Engineering and Construction (AEC) industry",2019,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (green building) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,facilities management,green building
REG_04103,10.1109/fareastcon.2019.8934034,Operation of Buildings and Structures Based on BIM Standards in the Digital Economy,2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life cycle) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,building operation,life cycle
REG_04104,10.3390/w11102022,Site-scale integrated decision support tool (i-DSTss) for stormwater management,2019,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance,life-cycle; environmental criteria
REG_04105,10.1007/s00170-019-04094-2,A predictive maintenance cost model for CNC SMEs in the era of industry 4.0,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,maintenance management,life cycle; life cycle cost
REG_04106,10.13328/j.cnki.jos.005796,Survey on State of DevOps in China,2019,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,operation and maintenance,
REG_04107,,Technical cooperation program for enhancement of rolling stock maintenance management structure and technical capability in myanmar,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_04108,10.1109/naps46351.2019.9000396,Multi-Objective Optimization of PV/Wind/ESS Hybrid Microgrid System Considering Reliability and Cost Indices,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04109,10.1016/j.apenergy.2019.113330,Nature-inspired virus-assisted algal cell disruption for cost-effective biofuel production,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04110,10.2166/wp.2019.047,Can shared standpipes fulfil the Sustainable Development Goal of universal access to safe water for urban poor in Kenya?,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab; sustainable development goal
REG_04111,10.1109/ghtc46095.2019.9033449,Sustainability of Solar PV Energy Kiosks for Off-Grid Energy Access: Malawi Case Study,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab;  sdg
REG_04112,10.3390/su11195180,A System-Approach for Recoverable Spare Parts Management Using the DiscreteWeibull Distribution,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_04113,10.24247/ijmperdoct201985,Performance evaluation of absorption refrigeration systems using intelligent optimization techniques: A review,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04114,10.1016/j.jenvman.2019.06.079,Sustainable management practices of food waste in Asia: Technological and policy drivers,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04115,10.1016/j.engappai.2019.08.006,Sustainable building material selection: A QFD- and ELECTRE III-embedded hybrid MCGDM approach with consensus building,2019,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,sim,nao,nao,nao,,sustainab
REG_04116,10.1063/1.5127150,Development of a building information modeling tool for green sustainable building design: A review,2019,Scopus|WoS,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab; life cycle) presentes.,sugere_parcial,sim,sim,sim,nao,sim,nao,facilities management,sustainab; life cycle
REG_04117,10.1108/ijqrm-09-2017-0197,Reliability engineering application to pipeline design,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_04118,10.1108/jfm-11-2018-0067,Energy efficiency practices in facilities management in Johannesburg,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sugere_parcial,sim,nao,nao,nao,nao,nao,facilities management,
REG_04119,10.1108/jfm-03-2019-0008,Predictive analytics in facilities management: A pilot study for predicting environmental comfort using wireless sensors,2019,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (environmental performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facilities management,environmental performance
REG_04120,10.1063/1.5126571,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,Scopus,sim,relevante,Bloco A (building maintenance; maintenance management) e Bloco B (building performance) presentes.,sugere_parcial,sim,sim,nao,sim,nao,nao,building maintenance; maintenance management,building performance
REG_04121,10.1108/f-12-2017-0119,The prioritisation and satisfaction on Thai’s Rating of Energy and Environmental Sustainability criteria: A case study of Bangkok green condominium,2019,Scopus|WoS,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab; green building; environmental performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facilities management,sustainab; green building; environmental performance
REG_04122,10.1108/f-09-2018-0107,Green maintainability assessment of high-rise vertical greenery systems,2019,Scopus|WoS,sim,relevante,Bloco A (facility management) e Bloco B (sustainab; green building) presentes.,sem_sinal,sim,sim,nao,nao,nao,sim,facility management,sustainab; green building
REG_04123,10.1108/f-08-2018-0101,Barriers to “green operation” of commercial office buildings: Perspectives of Australian facilities managers,2019,Scopus,sim,complementar,Termo conceitual presente (built environment) -- complementar/conceitual.,sem_sinal,nao,nao,nao,nao,nao,sim,,
REG_04124,10.1108/f-04-2018-0055,The consideration of building maintenance at design stage in public buildings: The current scenario in Malaysia,2019,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sugere_parcial,sim,nao,nao,sim,nao,nao,building maintenance; maintenance management,
REG_04125,10.1108/f-03-2018-0042,Floor finish selection in health-care facilities: a systematic literature review,2019,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,life-cycle
REG_04126,10.1108/f-10-2017-0102,Early decision-making for school building renovation,2019,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sugere_parcial,sim,nao,sim,sim,nao,nao,building renovation,
REG_04127,10.13296/j.1001-1609.hva.2019.09.012,Research on the Innovation and Development of Global Intelligent Transmission Operation and Maintenance Key Technologies from a Patent Perspective,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,operation and maintenance,life cycle
REG_04128,10.1016/j.enbuild.2019.07.012,Analysis and benchmarking of carbon emissions of commercial buildings,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,environmental performance
REG_04129,10.1016/j.enbuild.2019.06.048,Sensitivity analysis and optimization of building operations,2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (building performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,building performance
REG_04130,10.1016/j.jclepro.2019.05.214,Exergoenvironmental analysis of a ultra-supercritical coal-fired power plant,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_04131,10.1145/3341162.3345605,Precept: Occupancy presence prediction inside a commercial building,2019,Scopus,sim,complementar,"Bloco A presente (building operation) com termo tecnologico (intelligent building), sem Bloco B explicito -- complementar tecnologico.",sem_sinal,sim,nao,nao,nao,sim,nao,building operation,
REG_04132,10.3390/en12183454,A process to implement an artificial neural network and association rules techniques to improve asset performance and energy efficiency,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,asset performance,life cycle
REG_04133,10.1108/ijbpa-08-2018-0067,Main functions for building maintenance management: an outline application,2019,Scopus,sim,relevante,Bloco A (building maintenance; maintenance management) e Bloco B (life cycle) presentes.,sugere_parcial,sim,sim,nao,nao,sim,nao,building maintenance; maintenance management,life cycle
REG_04134,10.1088/1755-1315/323/1/012002,Life cycle cost reduction and market acceleration for new nearly zero-energy buildings,2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life cycle; life cycle cost) presentes.,sugere_parcial,sim,sim,nao,sim,nao,nao,building operation,life cycle; life cycle cost
REG_04135,10.1088/1755-1315/323/1/012123,An innovative user feedback system for sustainable buildings,2019,Scopus,sim,relevante,Bloco A (facility management; building operation) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facility management; building operation,sustainab
REG_04136,10.1108/ijbpa-11-2018-0092,Developing a maintenance index framework for heritage concrete buildings,2019,Scopus|WoS,sim,relevante,Bloco A (building maintenance; maintenance management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,sim,nao,nao,nao,building maintenance; maintenance management,sustainab
REG_04137,10.1108/ecam-09-2018-0390,Post-occupancy evaluation: a review of literature,2019,Scopus|WoS,sim,complementar,"Bloco A presente (facilities management) com termo tecnologico (bim; building information model), sem Bloco B explicito -- complementar tecnologico.",sem_sinal,sim,nao,nao,nao,sim,nao,facilities management,
REG_04138,10.1051/e3sconf/201911502006,Developing indicators of green initiation and green design of green supply chain management in construction industry,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_04139,10.1016/j.gmod.2019.101039,Service-oriented semantic enrichment of indoor point clouds using octree-based multiview classification,2019,Scopus,sim,relevante,Bloco A (facility management; operation and maintenance) e Bloco B (life-cycle) presentes.,sem_sinal,sim,sim,nao,nao,sim,sim,facility management; operation and maintenance,life-cycle
REG_04140,10.1109/africon46755.2019.9133978,Usability-A Full Life Cycle Perspective,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,sim,nao,operation and maintenance,life cycle
REG_04141,10.1016/j.jclepro.2019.05.106,Eco-efficiency improvement of Western Australian remote area power supply,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life cycle cost
REG_04142,10.1109/cieec47146.2019.cieec-2019565,Research on Online Software Management System of Intelligent Substation Based on Two-layer Architecture of Regional Station Domain,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_04143,10.22094/joie.2018.568034.1563,Investigating water supply system electro-mechanical equipment problems: A case study of Ethiopia,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life cycle cost
REG_04144,10.1016/j.worlddev.2019.04.002,Returns to rural electrification: Evidence from Bhutan,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab; sustainable development goal
REG_04145,10.3390/su11185118,Welfare economic analysis of lifting water subsidies for banana farms in Jordan,2019,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_04146,10.1088/1755-1315/313/1/012010,Spatial Analysis of Topography Effect in Eco Driving Level on Corridor VI BRT Semarang,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04147,10.1088/1755-1315/313/1/012013,Mapping Unsafety Driving Zone on Trans Semarang Corridor VI to Improve Public Transport Service,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04148,10.1016/j.jclepro.2019.04.370,Statistical life cycle assessment of residential buildings in a temperate climate of northern part of Europe,2019,Scopus|WoS,sim,relevante,Bloco A (building operation) e Bloco B (sustainab; life cycle; greenhouse gas) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,sustainab; life cycle; greenhouse gas
REG_04149,10.1080/09613218.2019.1547547,The House of Commons: a precedent for post-occupancy evaluation,2019,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (building performance) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facilities management,building performance
REG_04150,10.1680/jensu.18.00063,Case study: Measuring sustainability in a Malaysian property and construction company,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab
REG_04151,10.1007/s10668-018-0101-7,Extending communities of practice: a partnership model for sustainable schools,2019,Scopus|WoS,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,sim,nao,nao,facilities management,sustainab
REG_04152,10.1016/j.enbuild.2019.05.042,Exploring the impact of office building users' modeling approaches on energy use across Canadian climates,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,building operation,
REG_04153,10.1051/e3sconf/201911105002,An algorithmic module toolkit to support quality management for building performance,2019,Scopus,sim,relevante,Bloco A (facility management; building operation) e Bloco B (building performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facility management; building operation,building performance
REG_04154,10.1051/e3sconf/201911105021,Integration of operational data in building information modelling: From ontology to application,2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (building performance) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,building operation,building performance
REG_04155,10.1088/1755-1315/314/1/012046,Build management strategies & maintenance Silokek Village potential based on local wisdom,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_04156,10.1016/j.jclepro.2019.04.275,The true cost of “greening” a building: Life cycle cost analysis of vertical greenery systems (VGS) in tropical climate,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,life cycle; life-cycle; life cycle cost
REG_04157,10.1088/1755-1315/294/1/012004,"Campus green buildings: Policy implications for the implementing, monitoring and evaluation of campus green building initiatives",2019,Scopus|WoS,sim,relevante,Bloco A (facility management; building operation; operation and maintenance) e Bloco B (sustainab; green building) presentes.,sugere_parcial,sim,sim,sim,sim,nao,sim,facility management; building operation; operation and maintenance,sustainab; green building
REG_04158,10.1088/1757-899x/566/1/012029,Cost management of building constructions and works through knowledge-based database,2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life-cycle) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building operation,life-cycle
REG_04159,10.1088/1755-1315/294/1/012057,"""embodied and Operational Carbon of Typical Heating, Ventilation and Air Conditioning (HVAC) Systems in Office Buildings in Washington State: A study of buildings registered under LEED v3 2009",2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle; service life) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,life cycle; service life
REG_04160,10.1088/1755-1315/294/1/012054,Fault evaluation process in HVAC system for decision making of how to respond to system faults,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,sim,nao,nao,nao,operation and maintenance,
REG_04161,10.3390/en12163078,Solar water heating systems applied to highrise buildings-lessons from experiences in China,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_04162,10.1016/j.scs.2019.101587,Data-driven building load profiling and energy management,2019,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (greenhouse gas) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,facility management,greenhouse gas
REG_04163,10.3390/buildings9080182,LCC estimation model: A construction material perspective,2019,Scopus|WoS,sim,relevante,Bloco A (facility management) e Bloco B (sustainab; life cycle; life cycle cost) presentes.,sem_sinal,sim,sim,sim,nao,nao,nao,facility management,sustainab; life cycle; life cycle cost
REG_04164,10.1016/j.est.2019.100779,Green principles for responsible battery management in mobile applications,2019,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab; life cycle; greenhouse gas
REG_04165,10.35940/ijitee.j9795.0881019,Substation maintenance optimization by considering ageing equipment,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,life cycle
REG_04166,10.1109/ests.2019.8847930,Insulation Online Monitoring for Critical Components inside SiC based Medium Voltage Converter Prototype,2019,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,operation and maintenance,
REG_04167,10.1016/j.solener.2019.06.017,"A review of photovoltaic systems: Design, operation and maintenance",2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04168,10.1016/j.future.2019.01.020,Energy production predication via Internet of Thing based machine learning system,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_04169,,"Barriers, challenges and opportunities for energy management program: A case study of Universiti Utara Malaysia",2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,sim,nao,nao,,sustainab
REG_04170,10.3390/su11154142,"Urban shrinkage and sustainability: Assessing the nexus between population density, urban structures and urban sustainability",2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab
REG_04171,10.3390/su11164398,Bibliometric maps of BIM and BIM in universities: A comparative analysis,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,operation and maintenance,sustainab
REG_04172,10.1088/1755-1315/296/1/012055,Industry 4.0 for failure information management within Proactive Maintenance,2019,Scopus,sim,relevante,Bloco A (building maintenance; facility management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,sim,nao,nao,nao,building maintenance; facility management,sustainab
REG_04173,10.1088/1755-1315/296/1/012037,Environmental consequences of refurbishment vs. demolition and reconstruction: A comparative life cycle assessment of an Italian case study,2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life cycle; greenhouse gas) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,life cycle; greenhouse gas
REG_04174,10.1088/1755-1315/296/1/012047,Smart cities and enabling technologies: Influences on urban Facility Management services,2019,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,sim,sim,facility management,sustainab
REG_04175,10.1088/1755-1315/296/1/012048,The Social Manager as driver of social innovation and of inclusive growth in the regeneration of built environment,2019,Scopus,sim,complementar,Termo conceitual presente (built environment) -- complementar/conceitual.,sem_sinal,sim,nao,nao,nao,nao,sim,facility management,
REG_04176,10.1088/1755-1315/296/1/012030,Plant maintenance in hospitals facilities,2019,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,sim,nao,nao,maintenance management,
REG_04177,10.1088/1755-1315/296/1/012042,"Active House and user-friendly visualization of sensors' monitored data: VELUXlab, a real cognitive and smart NZEB prototype",2019,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,sim,nao,sim,building operation,sustainab
REG_04178,10.11660/slfdxb.20190709,Application of building information modeling in life cycle of reservoirs,2019,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle) presentes.,sugere_parcial,sim,sim,sim,nao,sim,nao,operation and maintenance,life cycle
