id_unico|subgrupo_duvida|nucleo_analitico|ano|bases_origem|doi|termos_bloco_a|termos_bloco_b|auditado|titulo
REG_04582|apenas_bloco_b|FALSE|2026|Scopus|10.3390/ijtpp11020028|operation and maintenance|life cycle|nao|The Reliability Paradox: Machine Learning Applications in Industrial Fans and the Perspectives of Industry Experts
REG_04585|apenas_bloco_b|FALSE|2026|Scopus|10.3390/environments13060341|operation and maintenance; maintenance management|sustainab|nao|Integrating Smart Digital Infrastructures for Energy Management and Maintenance in Sustainable Renewable Projects
REG_04591|apenas_bloco_b|FALSE|2026|Scopus|10.1007/s11804-026-00816-7|operation and maintenance|sustainab; environmental performance|nao|Design and Development of Electric-Powered Workboat for Hydro-Floating Solar Hybrid System
REG_04593|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.cacaie.2026.100015|operation and maintenance|sustainab|nao|Energy-aware reinforcement learning for robotic manipulation of articulated components in infrastructure operation and maintenance
REG_04595|apenas_bloco_b|FALSE|2026|Scopus|10.3390/math14111933|operation and maintenance|sustainab|nao|Two-Stage Warehousing-Distribution Strategy for Central and Pre-Positioned Warehouses with Product Diversity
REG_04596|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.cscee.2026.101359|operation and maintenance|sustainab; greenhouse gas|nao|Investigating the status of biogas systems, digestate utilization practices, and key technological challenges among rural households in the Gedeo Zone, Ethiopia
REG_04597|apenas_bloco_b|FALSE|2026|Scopus|10.1007/s43615-026-00930-2|operation and maintenance|sustainab|nao|Participative Selection of Wastewater Treatment Systems in Informal Settlements: An Innovative Tool to Address Uncertainty
REG_04598|apenas_bloco_b|FALSE|2026|Scopus|10.30955/gnj.08457|operation and maintenance|sustainab|nao|Emergency On-Site Greywater Treatment Systems: A Lifeline Resource for Infrastructure Devastation on the Gaza Strip
REG_04600|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.eng.2025.09.029||sustainab; carbon neutral|nao|Accurate Lifetime Design of Critical Mechanical Equipment for Clean-Energy Generation in the Context of Carbon Neutrality
REG_04603|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.jlp.2026.105953|maintenance management|sustainab; service life|nao|A comprehensive review of AI-enabled predictive maintenance for hydrogen-powered transport: Advancing process safety and sustainability
REG_04609|apenas_bloco_b|FALSE|2026|Scopus|10.1108/ijqrm-01-2026-0022|maintenance management|sustainab; sustainable development goal;  sdg|nao|Lean maintenance management framework for sustainable operational excellence: a Latin American petroleum industry perspective
REG_04612|apenas_bloco_b|FALSE|2026|Scopus|10.1063/5.0331368||sustainab|nao|Exploration of Big Data In Smart Homes: Understanding, Limitations, Applications
REG_04613|apenas_bloco_b|FALSE|2026|Scopus|10.3389/fenrg.2026.1825091|operation and maintenance|life-cycle|nao|Generation potential assessment of offshore wave energy considering maximum power point tracking strategy from viewpoint of distribution network planning
REG_04619|apenas_bloco_b|FALSE|2026|Scopus|10.1145/3807246.3807374|operation and maintenance|life cycle|nao|Research on the full lifecycle management of industrial mother machines empowered by human centered intelligent manufacturing metaverse in the context of Industry 5.0
REG_04620|apenas_bloco_b|FALSE|2026|Scopus|10.3390/buildings16091785||sustainab; green building|nao|A Hybrid PSO-GWO-BP Predictive Model for Demand-Driven Scheduling and Energy-Efficient Operation of Building Secondary Water Supply Systems
REG_04626|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/jmse14100872|operation and maintenance|life cycle; environmental performance|nao|Scour-Protection Strategies for Offshore Wind Farms: A Life Cycle Assessment of Operation and Maintenance Impacts
REG_04629|apenas_bloco_b|FALSE|2026|Scopus|10.3390/app16094391|maintenance management|life cycle; life cycle cost|nao|Integrated PdM–OEE–LCC Framework: A Stochastic Control Approach for Industry 4.0 Systems
REG_04631|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1007/s00158-026-04331-9||life cycle|nao|AI-driven design: a comprehensive review of its methodologies, applications, and challenges
REG_04632|apenas_bloco_b|FALSE|2026|Scopus|10.7502/j.issn.1674-3962.202509004|operation and maintenance|life-cycle|nao|Study on Life-Cycle Comparison and Selection Method of Water Transmission Pipes Based on Value Engineering
REG_04633|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.tust.2026.107481|maintenance management; maintenance planning|sustainab; life cycle; life cycle cost|nao|Development of a predictive, risk-based model to assess the effects of maintenance decisions on vertical mine shaft structures
REG_04634|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/su18104743|operation and maintenance|life cycle|nao|Environmental Impact Assessment of Urban Underground Pipeline Projects Based on LCA
REG_04635|apenas_bloco_b|FALSE|2026|Scopus|10.13238/j.issn.1004-2954.202407140003|operation and maintenance|life-cycle|nao|Key Technologies and Prospects for Intelligent Tunnel Construction
REG_04638|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/urbansci10050246||sustainab|nao|BIM-Enabled Lifecycle Governance for Urban Assets: A Reproducible Methodology for Maintenance and Renewal Planning
REG_04639|apenas_bloco_b|FALSE|2026|Scopus|10.12363/issn.1001-1986.25.11.0817|operation and maintenance|sustainab; carbon neutral|nao|A review of full-lifecycle management practices for Blue Mining centered on sustainable development and resource efficiency
REG_04641|apenas_bloco_b|FALSE|2026|Scopus|10.3973/j.issn.2096-4498.2026.05.012|operation and maintenance|sustainab|nao|Investigation on Characteristics of Urban Deep Underground Space and Human Living Environment Design Conception
REG_04642|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.jenvman.2026.129859||sustainab|nao|Application of biochar-based permeable reactive barriers in environmental remediation: A critical review
REG_04644|apenas_bloco_b|FALSE|2026|Scopus|10.1002/wwp2.70074|operation and maintenance|sustainab|nao|Sustainability in Managed Aquifer Recharge Projects: A Case Study of Three European Union Funded Projects
REG_04646|apenas_bloco_b|FALSE|2026|Scopus|10.3390/su18105097|operation and maintenance|sustainab|nao|Water Use Efficiency and Carbon Trade-Offs of Gravity and Pump Irrigation in Rice Cultivation
REG_04647|apenas_bloco_b|FALSE|2026|Scopus|10.1063/5.0320170|operation and maintenance|sustainab; greenhouse gas|nao|Solar-powered water solutions for sustainable agriculture in rural communities
REG_04648|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.gsd.2026.101597|operation and maintenance|sustainab|nao|Performance of field-installed groundwater arsenic remediation systems in Bihar, India: Role of source water chemistry, technology type and other factors
REG_04649|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/en19092108|operation and maintenance|sustainab; greenhouse gas|nao|Techno-Economic Analysis of Offshore DC Microgrids
REG_04650|apenas_bloco_b|FALSE|2026|Scopus|10.3390/su18104956|maintenance management|sustainab; service life|nao|Sustainable Lifecycle Management of Urban Rail Rolling Stock: A Data-Driven Approach to Optimal Replacement Timing
REG_04655|apenas_bloco_b|FALSE|2026|Scopus|10.7500/aeps20250409009|operation and maintenance|life-cycle|nao|Optimal Capacity Allocation of Electricity-Hydrogen Shared Energy Storage for Regional Integrated Energy Systems
REG_04657|apenas_bloco_b|FALSE|2026|Scopus|10.1117/12.3112550|operation and maintenance|life cycle; life cycle cost; service life|nao|Study on performance degradation modelling and bearing capacity design methods for concrete members of bridges with a design life of 200 years
REG_04659|apenas_bloco_b|FALSE|2026|Scopus|10.1117/12.3110798|maintenance management|life cycle|nao|Design of a full life cycle management system for cigarette comprehensive test bench integrated with automatic monitoring and early warning
REG_04663|apenas_bloco_b|FALSE|2026|Scopus|10.16511/j.cnki.qhdxxb.2025.26.050|operation and maintenance|sustainab; life cycle|nao|Closed-loop smart management method and application of offshore wind power assets through the full life cycle
REG_04665|apenas_bloco_b|FALSE|2026|Scopus|10.1117/12.3106838|operation and maintenance|life cycle; life cycle cost|nao|Research on investment strategies for integrated photovoltaic-storage-charging systems based on particle swarm optimization
REG_04667|apenas_bloco_b|FALSE|2026|Scopus|10.13052/dgaej2156-3306.4122|operation and maintenance|sustainab|nao|Resilience Improvement for Distributed Renewable Energy Grids: Integration of UAV-Assisted Live-Line Inspection and Real-Time Systems
REG_04670|apenas_bloco_b|FALSE|2026|Scopus|10.1145/3795154.3795340|operation and maintenance; maintenance management|life cycle|nao|Construction and Full Life Cycle Application Practice of Digital Twin Platform for Infrastructure Engineering
REG_04671|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1016/j.apenergy.2026.127424|operation and maintenance; maintenance planning|sustainab; service life|nao|Synergistic operation and maintenance enabling lifecycle-aware opportunistic management of offshore wind energy
REG_04672|apenas_bloco_b|FALSE|2026|Scopus|10.1145/3795154.3795356|operation and maintenance; condition assessment|life cycle; life cycle cost|nao|A Full Life Cycle and Multi-Dimensional Differentiated Operation and Maintenance Method for Distribution Network Main Equipment
REG_04673|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/su18084032|operation and maintenance|sustainab; life cycle|nao|Carbon Footprint of Transformers with Different Rated Voltages: Exploring Key Factors and Low-Carbon Pathway
REG_04674|apenas_bloco_b|FALSE|2026|Scopus|10.3390/vehicles8040073|operation and maintenance|life cycle|nao|Integrating UAVs into Highway Infrastructure Management Across the Life Cycle: A Systematic Review and Research Outlook
REG_04680|apenas_bloco_b|FALSE|2026|Scopus|10.3390/en19082003|operation and maintenance|life cycle|nao|A Simplified Temperature Field Calculation Model for Oil-Immersed Transformers Based on the FVM-POD Field–Circuit Coupling Method
REG_04689|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.rser.2025.116663||sustainab|nao|Application of deep learning in wind, solar, and ocean energy: An analysis of prediction, optimization, and operation & maintenance
REG_04690|apenas_bloco_b|FALSE|2026|Scopus|10.1177/09544097251389250|operation and maintenance|sustainab|nao|Online monitoring and safety assessment of heavy-haul distributed power trains: Technical strategies and application practices in China
REG_04691|apenas_bloco_b|FALSE|2026|Scopus|10.3390/app16073452|maintenance management|sustainab|nao|Systematic Literature Review on Truss-Type Structures for Mobile Mining Bridges and Portable Conveyors: Evidence from Steel Truss Bridges, Structural Optimization, and Maintenance Management
REG_04693|apenas_bloco_b|FALSE|2026|Scopus|10.1002/sd.70435|operation and maintenance|sustainab|nao|Exploring the Drivers of Rural Water Supply Sustainability in Chile: A Semiquantitative Modeling Approach
REG_04694|apenas_bloco_b|FALSE|2026|Scopus|10.3390/land15040662|operation and maintenance|sustainab|nao|Waterlogging and Land System Transformation in Pakistan’s Indus Basin Irrigation System: Six Decades of Management and Governance Lessons
REG_04695|apenas_bloco_b|FALSE|2026|Scopus|10.25105/urbanenvirotech.v9i1.24327|maintenance management; condition-based maintenance|sustainab; service life|nao|An Integrated Pavement Maintenance Management Model for Coastal Roads under Seawater Exposure and Traffic Loading
REG_04696|apenas_bloco_b|FALSE|2026|Scopus|10.1117/12.3109286|maintenance management|sustainab|nao|Application of machine learning models for predictive maintenance in industrial production systems
REG_04700|apenas_bloco_b|FALSE|2026|Scopus|10.14062/j.issn.0454-5648.20250694|operation and maintenance|sustainab; service life; carbon neutral; greenhouse gas|nao|A Review of Hydrogen Production by SOEC Water Electrolysis: Mechanism, Materials, and Renewable Energy Coupling
REG_04703|apenas_bloco_b|FALSE|2026|Scopus|10.35784/bud-arch.8198||sustainab|nao|Advantages of using insulation with lower thermal conductivity versus WT 2021 – comparison of the costs of materials, buying and operating a heating device, and a carbon footprint generated
REG_04705|apenas_bloco_b|FALSE|2026|Scopus|10.3389/frsus.2026.1750787||sustainab|nao|Stormwater utility funding in Phase I MS4s in the Mid-Atlantic United States: implications for compliance and flood resilience
REG_04706|apenas_bloco_b|FALSE|2026|Scopus|10.1117/12.3100632|maintenance management|sustainab|nao|Overview of the application of artificial intelligence technology in the high-end instrumentation industry: Exploration and practice in strategic emerging fields
REG_04707|apenas_bloco_b|FALSE|2026|Scopus|10.1021/acsestengg.5c00706|operation and maintenance|sustainab|nao|Microalgal Photogranules Alchemy: Photobiotransformation of Hydroponic Effluent into Valuable Bioresources
REG_04710|apenas_bloco_b|FALSE|2026|Scopus|10.1108/bepam-04-2025-0111||sustainab; life cycle; life cycle cost|nao|Spatiotemporal 3D GIS-integrated rule-based scheduling for high-rise maintenance optimisation: a Malaysian case study
REG_04719|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/jmse14060577|operation and maintenance|sustainab; life cycle; environmental performance|nao|Assessing the Life Cycle Environmental Performance of Floating Wind Turbines
REG_04722|apenas_bloco_b|FALSE|2026|Scopus|10.3969/j.issn.1001-4632.2026.02.10|operation and maintenance|life-cycle|nao|Comparative Selection of Railway Bridge Design Schemes Based on Life-Cycle Cost Analysis
REG_04725|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.jii.2025.101021|operation and maintenance|life cycle|nao|Information scene-augmented mapping for smart bearing whole life cycle digital twin
REG_04726|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1016/j.rser.2025.116580||sustainab; life cycle; life cycle cost|nao|The technological development trends, barriers, and environmental impact assessment of solid oxide fuel cell (SOFC) from a life cycle perspective
REG_04728|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/pr14050841|operation and maintenance|service life; environmental performance|nao|The Role of Hydraulic Turbines in the Energy Transition: A Systematic Review of Methods for Evaluating and Optimizing Hydropower Plant Operation
REG_04729|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/app16052261|operation and maintenance|life cycle|nao|UMAP and K-Means plus plus Based Degradation Condition Identification for Switch Machines
REG_04730|apenas_bloco_b|FALSE|2026|Scopus|10.1049/icp.2026.0403|operation and maintenance; maintenance strategy|life cycle|nao|Research on Bearing Fault Diagnosis and Predictive Maintenance Algorithm of Track Moving Equipment
REG_04731|apenas_bloco_b|FALSE|2026|Scopus|10.16791/j.cnki.sjg.2026.03.035|operation and maintenance|life cycle; life cycle cost|nao|Exploring instruments and equipment management at university field scientific observation and research stations from a life cycle perspective
REG_04734|apenas_bloco_b|FALSE|2026|Scopus|10.1007/s42452-025-08179-4|operation and maintenance|sustainab|nao|A game theory-based interactive framework for digital twin substation systems
REG_04735|apenas_bloco_b|FALSE|2026|Scopus|10.1061/jitse4.iseng-2746||sustainab|nao|Understanding the Affecting Factors and Effectiveness Indicators of Bundled Performance-Based Maintenance Contracting
REG_04737|apenas_bloco_b|FALSE|2026|Scopus|10.3390/architecture6010045||sustainab|nao|A Systems Engineering Framework for Resilient, Sustainable, and Healthy School Classroom Indoor Climate for Young Children: A Narrative Review
REG_04738|apenas_bloco_b|FALSE|2026|Scopus|10.13448/j.cnki.jalre.2026.044|operation and maintenance|sustainab|nao|Environmental cognition, attitudes, and willingness to pay for eco - friendly infrastructure ：Evidence from Tibetan Plateau
REG_04740|apenas_bloco_b|FALSE|2026|Scopus|10.3362/waterlines.v44i1.622||sustainab|nao|IoT-Enabled Real-Time Water Quality Surveillance and Decision Support Systems for Sustainable Rural WASH Infrastructure Management
REG_04741|apenas_bloco_b|FALSE|2026|Scopus|10.3390/su18063153||sustainab|nao|Smart Technologies for Water Resources Management (WRM) in Semi-Arid Latin America: A Narrative Review and Adoption Agenda
REG_04742|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/applmech7010011|operation and maintenance|sustainab; service life|nao|Vibration-Based Predictive Maintenance for Wind Turbines: A PRISMA-Guided Systematic Review on Methods, Applications, and Remaining Useful Life Prediction
REG_04743|apenas_bloco_b|FALSE|2026|Scopus|10.1002/fft2.70206|maintenance management|sustainab; sustainable development goal|nao|A Review of the Role of Sensor in the Vertical Farms: Superiority and Prospects
REG_04744|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.jenvman.2026.128708|operation and maintenance|sustainab|nao|Predicting field calibration factors for suspended sediment monitoring based on particle size and shape
REG_04745|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1007/s13201-025-02744-3||sustainab|nao|Modern irrigation development: hybrid MCDM-GIS framework for identifying potential areas and feasibility assessment (theory and application in a semi-arid region)
REG_04746|apenas_bloco_b|FALSE|2026|Scopus|10.12454/j.jsuese.202400130|operation and maintenance|sustainab|nao|Review on the Research and Development of In-situ Utilization Technology of Deep Space Resources
REG_04747|apenas_bloco_b|FALSE|2026|Scopus|10.12485/j.issn.1674-1633.20241917|maintenance management|life-cycle|nao|Research on Key Indicators and Parameters for Intelligent Management of Emergency Life Support Equipment in the Context of High-Quality Development of Public Hospitals
REG_04748|apenas_bloco_b|FALSE|2026|Scopus|10.1063/5.0306270|maintenance management|sustainab; life cycle; life cycle cost|nao|Life cycle cost analysis and life cycle assessment program in pavement maintenance management: A critical review
REG_04752|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.cej.2026.173367|operation and maintenance|sustainab|nao|A techno-economic review of emerging membrane contactor technologies for environmental applications: Performance, limitations, and future directions
REG_04757|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1016/j.ijhydene.2026.153482|operation and maintenance|sustainab|nao|Risk assessment of hydrogen-powered vehicle accidents based on fuzzy fault tree and ALARP criterion
REG_04762|apenas_bloco_b|FALSE|2026|Scopus|10.13229/j.cnki.jdxbgxb.20240711|operation and maintenance|life cycle|nao|Dynamic operation and maintenance evaluation and predictive maintenance of mechanical and electrical equipment on highways
REG_04768|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.cie.2025.111682|maintenance management; maintenance planning|life cycle|nao|A comprehensive review of life cycle planning and maintenance management strategies for linear accelerator machines in low and middle-income countries
REG_04769|apenas_bloco_b|FALSE|2026|Scopus||operation and maintenance|life cycle; life cycle cost|nao|Optimization Design of Wind-solar-ground-storage Distributed Energy System Based on Particle Swarm Optimization Algorithm
REG_04771|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.3390/app16031179|operation and maintenance; maintenance management|sustainab|nao|The Resilient and Intelligent Management of Cross-Regional Mega Infrastructure: An Integrated Evaluation and Strategy Study
REG_04772|apenas_bloco_b|FALSE|2026|Scopus|10.1002/geot.70062|operation and maintenance|life cycle; life cycle cost|nao|Examples of project optimisations for the Vienna underground upgrade at the U2/21 ‘Neubaugasse’ construction lot
REG_04773|apenas_bloco_b|FALSE|2026|Scopus|10.3390/en19030739|operation and maintenance|life-cycle; carbon neutral|nao|Hybrid Offshore Wind and Wave Energy Systems: A Review
REG_04774|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1515/ldr-2025-0076||life-cycle|nao|Implementation Challenges of AI in Judicial Decision-Making in Jordan
REG_04777|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.enconman.2025.120930|operation and maintenance|environmental performance|nao|Energy, exergy, economic and environmental analyses of a novel solar-aided liquid carbon dioxide energy storage system integrated with cascade waste heat utilization
REG_04779|apenas_bloco_b|FALSE|2026|Scopus|10.1039/d5ew01220a|operation and maintenance|sustainab|nao|Advanced treatment of facultative lagoon effluent: microfiltration and nanofiltration for water reuse
REG_04780|apenas_bloco_b|FALSE|2026|Scopus|10.3390/en19040936|operation and maintenance|environmental performance|nao|Scenario-Based Optimization of Hybrid Renewable Energy Mixes for Off-Grid Rural Electrification in Laguna, Philippines
REG_04784|apenas_bloco_b|FALSE|2026|Scopus|10.3390/su18031273|operation and maintenance|sustainab|nao|Subgrade Distress Detection in GPR Radargrams Using an Improved YOLOv11 Model
REG_04785|apenas_bloco_b|FALSE|2026|Scopus|10.1061/jpsea2.pseng-1868||sustainab; sustainable development goal|nao|Portfolio Analysis of Intermodal Underground Logistics System Configuration, Performance, and Building Strategies: A Case Study of Qingdao, China
REG_04789|apenas_bloco_b|FALSE|2026|Scopus|10.1021/acssuschemeng.5c14055|operation and maintenance|sustainab|nao|Correction to “Evaluating the Circular-Economy Gains of Remanufactured Perovskite Solar Cells via A Dynamic Sustainability-Benefit Ratio”
REG_04790|apenas_bloco_b|FALSE|2026|Scopus|10.13278/j.cnki.jjuese.20250247|operation and maintenance|sustainab|nao|Review on the Development of Key Technologies for Deep Continental Scientific Drilling Equipment
REG_04791|apenas_bloco_b|FALSE|2026|Scopus|10.1145/3743158.3783850|operation and maintenance|life cycle|nao|Detection of Surface Damage on Offshore Wind Turbine Blades using Gradient Boosting Classifier with SHapley Additive exPlanations (SHAP)
REG_04800|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.ijhydene.2025.152819|operation and maintenance|sustainab|nao|Cloud theory-based siting of hydrogen vehicle charging stations in renewable-powered distribution systems considering carbon restriction and range anxiety
REG_04801|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1021/acs.est.5c02138|operation and maintenance|sustainab|nao|Identifying Priority Research Questions for Decentralized Wastewater
REG_04839|apenas_bloco_b|FALSE|2026|Scopus|10.1109/icetsis68266.2026.11548812||sustainab|nao|AI-Enabled Technology Adoption Models for Smart Construction and Facility Operations
REG_04841|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1177/13694332261454971|operation and maintenance|life-cycle; environmental performance|nao|Life-cycle cost assessment of self-centering tall-pier bridges
REG_04861|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-981-95-4263-5_4|maintenance management|life cycle|nao|Fundamental Study of Lining and Road Maintenance Management of In-Service Road Tunnel Combined 3D Point Clouds and Life Cycle Data
REG_04864|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.procs.2026.04.186|operation and maintenance|life cycle|nao|Key Technologies for Smart Grid Lifecycle Modeling and Dynamic Simulation Based on Digital Twin
REG_04865|apenas_bloco_b|FALSE|2026|Scopus|10.1201/9781042006175-4|operation and maintenance|life cycle|nao|Case Study 4 Laboratory Information Management Systems
REG_04867|apenas_bloco_b|FALSE|2026|Scopus|10.3846/jcem.2026.25212||life cycle|nao|DYNAMIC RISK ASSESSMENT OF INTERNATIONAL ENGINEERING PROJECTS FROM THE LIFE CYCLE PERSPECTIVE
REG_04870|apenas_bloco_b|FALSE|2026|Scopus|10.32738/jeppm-2026-74|operation and maintenance|life cycle|nao|An Intelligent Decision-Support System for Hydroelectric Power Unit Operation and Maintenance Empowered by Digital Twins
REG_04877|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-3-032-19865-5_3||sustainab|nao|Towards an Integrated Metaheuristic Approach for Workplace Performance Optimization
REG_04880|apenas_bloco_b|FALSE|2026|Scopus|10.1007/s40722-026-00483-4||sustainab; life-cycle; environmental performance|nao|Offshore wind farm operations under reliability uncertainty: a financial and environmental impact assessment
REG_04881|apenas_bloco_b|FALSE|2026|Scopus|10.3390/en19010266||sustainab; life-cycle|nao|Enhancing Energy Efficiency in Road Transport Systems: A Comparative Study of Australia, Hong Kong and the UK
REG_04883|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-3-032-05592-7_4|operation and maintenance; maintenance management; asset performance|sustainab; life cycle|nao|The Impact of Blockchain Technology for Sustainable Asset Maintenance in Telecoms Domain in Emerging Markets
REG_04884|apenas_bloco_b|FALSE|2026|Scopus|10.1201/9781042006175-6|operation and maintenance|life cycle|nao|Case Study 6 Process Control Systems (Operational Technologies: OT)
REG_04885|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-3-032-01363-7_49|operation and maintenance; maintenance strategy|life cycle; service life|nao|Research on Application of Life Cycle Management of Urban Rail Vehicle Wheel Tread
REG_04886|apenas_bloco_b|FALSE|2026|"Scopus|WoS"|10.1016/j.rser.2025.116326|operation and maintenance|sustainab; life cycle|nao|A systematic literature review of digital twin research for photovoltaic systems: Trends, challenges, and opportunities
REG_04890|apenas_bloco_b|FALSE|2026|Scopus|10.1201/9781042006175-12|operation and maintenance|life cycle|nao|Case Study 12 Electronic Document Management Systems
REG_04891|apenas_bloco_b|FALSE|2026|Scopus|10.1201/9781042006175-13|operation and maintenance|life cycle|nao|Case Study 13 Enterprise Resource Planning Systems
REG_04892|apenas_bloco_b|FALSE|2026|Scopus|10.1201/9781042006175-14|operation and maintenance|life cycle|nao|Case Study 14 Marketing and Supply Applications
REG_04893|apenas_bloco_b|FALSE|2026|Scopus|10.1109/tste.2026.3686029|operation and maintenance|life-cycle|nao|Regular Layout Optimization for Offshore Wind Farms Considering Seabed Terrains and Turbulence Intensity
REG_04896|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-3-032-21502-4_3|maintenance management|life cycle|nao|Industrial Transformation Through Digital Maintenance Strategies
REG_04897|apenas_bloco_b|FALSE|2026|Scopus|10.1108/ecam-04-2025-0589|operation and maintenance; maintenance management|sustainab|nao|Dynamic driving mechanism for promoting the transition to sustainable operation and maintenance management of major infrastructure projects: a PLS-SEM-SD analysis
REG_04898|apenas_bloco_b|FALSE|2026|Scopus|10.63044/w26and169||sustainab; life cycle; life cycle cost|nao|Sustainable HVAC Solutions for a Healthcare Facility: Design, Simulation, and Cost Evaluation
REG_04900|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-981-95-6224-4_16|operation and maintenance|sustainab; life cycle|nao|Full Life Cycle Management of Smart Distribution Network Based on Digital Twin: System Architecture and Application Verification
REG_04903|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-981-95-9350-7_55|operation and maintenance; maintenance management|sustainab|nao|Innovative Research on the Digital Transformation of Beijing Suburban Railway
REG_04904|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.est.2025.119162|operation and maintenance|life-cycle|nao|A coordinative optimization for hybrid energy storage system based on scenario and allocation of wind power generation
REG_04905|apenas_bloco_b|FALSE|2026|Scopus||operation and maintenance|life cycle|nao|Compilation of Avatar Development Roadmap in Iranian Banking with the Life Cycle Approach of System Development and Human-Computer Interaction
REG_04906|apenas_bloco_b|FALSE|2026|Scopus|10.3390/en19010255|operation and maintenance|life-cycle|nao|Technology Readiness of Biomass Waste-to-Energy in Indonesia: A Multistakeholder Assessment of Anaerobic Digestion of Palm Oil Mill Effluent and Municipal Organic Waste
REG_04907|apenas_bloco_b|FALSE|2026|Scopus|10.1002/rvr2.70057||life-cycle|nao|Ecological dams: Concept, transformation, and developmental pathways of dam projects under the framework of river ethics
REG_04909|apenas_bloco_b|FALSE|2026|Scopus|10.1109/ceepe69795.2026.11552313|operation and maintenance|life-cycle|nao|Optimal Configuration of Wind-Solar-Hydrogen-Storage Integrated Systems Based on Stackelberg Game Theory
REG_04911|apenas_bloco_b|FALSE|2026|Scopus|10.16615/j.cnki.1674-8190.2026.02.02||life-cycle|nao|Analysis on characteristics of future aircraft structure design
REG_04912|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-981-95-9884-7_23|operation and maintenance|life-cycle|nao|Research on Key Technologies and Effect Verification of Anti-Seepage Construction for Water Conservancy and Hydropower Dams Based on BIM Technology
REG_04916|apenas_bloco_b|FALSE|2026|Scopus|10.1155/etep/7427325||life cycle|nao|Optimal Siting and Sizing of Renewable Energy and Energy Storage Systems Using Hippo Swarm Optimization for Profit Maximization in Distribution Networks
REG_04918|apenas_bloco_b|FALSE|2026|Scopus|10.19713/j.cnki.43-1423/u.t20250503|operation and maintenance|life-cycle|nao|Bi-objective economy and low-carbon intelligent optimization for metro vertical alignment
REG_04920|apenas_bloco_b|FALSE|2026|Scopus|10.1007/978-3-032-13828-6_131||sustainab; service life|nao|Proactive Approaches to Refractory Integrity and Performance Optimization
REG_04926|apenas_bloco_b|FALSE|2026|Scopus|||sustainab; life cycle;  sdg|nao|21st Global Conference on Sustainable Manufacturing, GCSM 2025
REG_04928|apenas_bloco_b|FALSE|2026|Scopus|10.61838/kman.intjssh.4454||sustainab|nao|Leveraging Audiovisual Psycholinguistic Interventions to Enhance Sports Facility Income: Evidence from Systematic Review and Meta-Analysis
REG_04931|apenas_bloco_b|FALSE|2026|Scopus|10.19606/j.cnki.jmst.2025115|operation and maintenance; condition assessment|life cycle|nao|A review of detection technology for structural diseases in metro shield tunnels
REG_04937|apenas_bloco_b|FALSE|2026|Scopus|10.1016/j.trgeo.2025.101743|operation and maintenance|life-cycle|nao|Experimental study on monitoring model of bearing capacity characteristics of uplift piles based on flexible piezoelectric sensing
REG_04938|apenas_bloco_b|FALSE|2026|Scopus||maintenance management|life cycle|nao|13th Asian Rock Mechanics Symposium, ARMS 2024
