ordem_prioridade,lote_leitura,id_unico,doi,titulo,ano,eixo_tematico_preliminar,metodo_mcdm_especifico,tecnologia_especifica,necessita_leitura_completa
1291,13,REG_08012,10.1177/1087724x211047247,Don’t Pass Deferred Maintenance Costs to the Next Generation! The Effects of Politics on State Highway Maintenance Spending,2022,gestao_predial_sustentabilidade_geral,,,sim
1292,13,REG_06232,10.7623/syxb202410001,New energy storage technologies and their business models empowered by new quality productivity forces,2024,gestao_predial_com_tecnologia_aplicada,,IoT,sim
1293,13,REG_02929,NA,EARTH DAY 2022 ‘INVEST IN OUR PLANET’: ARE WE PUSHING THE BOUNDARIES TOWARDS SUSTAINABLE DESIGN?,2022,gestao_predial_sustentabilidade_geral,,,sim
1294,13,REG_07956,10.1016/j.prostr.2024.02.012,Life Cycle Assessment and Maintenance Planning of an Innovative Flat Roof Solution,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1295,13,REG_02826,10.5334/bc.194,Emissions from a net-zero building in India: life cycle assessment,2022,gestao_predial_sustentabilidade_geral,,,sim
1296,13,REG_08223,10.3390/su151511767,Priorities in Croatian School Building Maintenance: A Comparison of the Main Stakeholders’ Views,2023,gestao_predial_contexto_publico_universitario,,,sim
1297,13,REG_06111,10.1061/jpcfev.cfeng-4828,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1298,13,REG_07343,10.1088/1755-1315/1176/1/012021,Digitally transforming FM standards and their development process: Allowing experts to focus on what matters,2023,gestao_predial_biossistemica_conceitual,,,sim
1299,13,REG_02641,10.1016/j.susmat.2021.e00376,Enhancements of sustainable plastics manufacturing through the proposed technologies of materials recycling and collection,2022,gestao_predial_sustentabilidade_geral,,,sim
1300,13,REG_06280,10.4324/9781032703145,Managing sport organizations: Responsibility for performance,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1301,14,REG_02460,10.3390/en15218097,Ensuring the Safety of Buildings by Reducing the Noise Impact through the Use of Green Wall Systems,2022,gestao_predial_sustentabilidade_geral,,,sim
1302,14,REG_06657,10.2118/221969-ms,Oil and Gas Field Digital Twin Full Lifecycle Management Platform and Application Based on Meta-Universe Technology,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin; IoT; outra tecnologia: predictive maintenance,sim
1303,14,REG_02773,NA,Environmental Sustainability Assessment of Wastewater Treatment Processes: Case Study,2022,gestao_predial_sustentabilidade_geral,,,sim
1304,14,REG_02833,10.1088/1755-1315/1085/1/012061,Environmental lifecycle impact assessment for CULTURAL-E climate and cultural based solution sets,2022,gestao_predial_sustentabilidade_geral,,,sim
1305,14,REG_06487,10.1016/j.enbuild.2023.113804,Multi-criteria decision support framework for climate change-sensitive thermal comfort evaluation in European buildings,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1306,14,REG_06708,10.1109/synergymed62435.2024.10799267,Optimizing Building Performance: A Novel Digital Twin Framework for Enhanced Thermal Comfort,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin,sim
1307,14,REG_02732,10.1007/978-3-030-96206-7_16,Facility Management Based on Integrated Information and Resource Modeling,2022,gestao_predial_sustentabilidade_geral,,,sim
1308,14,REG_02627,10.1108/jfm-11-2020-0079,Factors affecting the number of building defects and the approaches to reduce their negative impacts in Malaysian public universities’ buildings,2022,gestao_predial_sustentabilidade_geral,,,sim
1309,14,REG_07952,10.1109/tmech.2023.3325538,Partial Domain Adaptation in Remaining Useful Life Prediction with Incomplete Target Data,2024,gestao_predial_com_tecnologia_aplicada,,Data-driven,sim
1310,14,REG_06105,10.37934/cfdl.16.12.128139,Occupancy Comfort Evaluation in Green Building Rating Tools in Malaysia: A Comparative Review,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1311,14,REG_07540,10.52202/073371-0092,Research on the Development Status of High-Efficiency Refrigeration Plant Room,2023,gestao_predial_contexto_publico_universitario,,,sim
1312,14,REG_02649,10.1016/j.buildenv.2022.108767,Fit-for-purpose: Measuring occupancy to support commercial building operations: A review,2022,gestao_predial_sustentabilidade_geral,,,sim
1313,14,REG_02966,NA,Foundations for gender-sensitive public lighting systems,2022,gestao_predial_sustentabilidade_geral,,,sim
1314,14,REG_06347,10.3390/electronics13122297,Prospective Directions in the Computer Systems Industry Foundation Classes (IFC) for Shaping Data Exchange in the Sustainability and Resilience of Cities,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin; IoT,sim
1315,14,REG_02756,10.1088/1755-1315/1101/6/062020,Get smart: The importance of urban facilities management to smart neighbourhoods and their citizens in a project's early stages,2022,gestao_predial_sustentabilidade_geral,,,sim
1316,14,REG_06734,10.2118/222420-ms,"Optimization of the North Kuwait Jurassic Gas Integrated Production System - Modelling, Optimization, Impact",2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1317,14,REG_08627,10.3390/su14169862,Green Behaviors and Green Buildings: A Post-Occupancy Evaluation of Public Housing Estates in Hong Kong,2022,gestao_predial_sustentabilidade_geral,,,sim
1318,14,REG_06694,10.13189/cea.2024.120121,Quantitative Analyses Towards Prioritising the Challenges Facing Wider Utilisation of BIM Applications in the Construction Industry in Egypt,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1319,14,REG_07165,10.3390/buildings13040861,Evaluation of the Impact of Input-Data Resolution on Building-Energy Simulation Accuracy and Computational Load—A Case Study of a Low-Rise Office Building,2023,gestao_predial_biossistemica_conceitual,,,sim
1320,14,REG_02722,10.1061/9780784484562.027,Green Facility Management: The Wuli-Shili-Renli Framework and System Dynamics Model,2022,gestao_predial_sustentabilidade_geral,,,sim
1321,14,REG_06474,10.1016/j.inffus.2023.102026,Optimization-based probabilistic decision support for assessing building information modelling (BIM) maturity considering multiple objectives,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
1322,14,REG_02486,10.1007/s10668-021-01926-8,Green building performance assessment in China using a cloud model,2022,gestao_predial_sustentabilidade_geral,,,sim
1323,14,REG_06760,10.1007/978-3-031-60313-6_3,Quantitative Models for Sustainable Smart Services in the Building Industry,2024,gestao_predial_com_tecnologia_aplicada,,IoT; outra tecnologia: smart building,sim
1324,14,REG_02935,10.31705/wcs.2022.43,HOUSING QUALITY INDICATORS: A SYSTEMATIC REVIEW,2022,gestao_predial_sustentabilidade_geral,,,sim
1325,14,REG_07690,10.1007/978-981-19-1862-9_15,Retrofit Guidelines Towards Achievement of Net Zero Energy in a University Building,2023,gestao_predial_contexto_publico_universitario,,,sim
1326,14,REG_02871,10.4043/32056-ms,ISO Standardization as an Enabler for Production Efficiency in the Operating Phase,2022,gestao_predial_sustentabilidade_geral,,,sim
1327,14,REG_06238,10.62754/joe.v3i7.4321,Optimizing Efficiency and Sustainability in Advanced Manufacturing Systems: An Engineering Perspective,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1328,14,REG_06274,10.1063/5.0222502,Real-time dynamic intelligent optimization control system for building air conditioning energy consumption,2024,gestao_predial_com_tecnologia_aplicada,,IoT,sim
1329,14,REG_02518,10.36909/jer.12139,Identification and classification of facilities managers functions: A proposal validated by Latin American experts,2022,gestao_predial_sustentabilidade_geral,,,sim
1330,14,REG_02612,10.3390/buildings12050502,Implementation of a Life Cycle Cost Deep Learning Prediction Model Based on Building Structure Alternatives for Industrial Buildings,2022,gestao_predial_sustentabilidade_geral,,,sim
1331,14,REG_06700,10.1007/978-3-031-54342-5_23,Research Trends on Visitor’s Intra-attraction Spatiotemporal Behaviour: A Literature Review,2024,gestao_predial_com_tecnologia_aplicada,,IoT,sim
1332,14,REG_07645,10.3390/en17225537,Optimizing Energy Renovation in Building Portfolios: Approach and Decision-Making Platform,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1333,14,REG_02436,10.13189/cea.2022.100721,"Implementing the Greenship Existing Building 1.1 to Improve Catholic Church Performance (Case Study: St. Antonius Padua Pasuruan, East Java)",2022,gestao_predial_sustentabilidade_geral,,,sim
1334,14,REG_08582,10.3390/buildings12060770,Integrated Building Maintenance and Safety Framework: Educational and Public Facilities Case Study,2022,gestao_predial_sustentabilidade_geral,,,sim
1335,14,REG_06711,10.4324/9781003384113-25,SEARCHING THROUGH SMART DESIGN METHODS FOR ARCHITECTURE,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin,sim
1336,14,REG_02761,10.1080/13467581.2021.1942001,"Integrated LCA-LCC assessment model of offsite, onsite, and conventional construction systems",2022,gestao_predial_sustentabilidade_geral,,,sim
1337,14,REG_06707,10.3389/fbuil.2024.1405182,Optimizing office building operations: a framework for continuous dynamic energy simulations in decision-making for efficiency,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Digital Twin,sim
1338,14,REG_07178,10.1016/j.nxsust.2023.100007,Roadmap to reduce the direct effects of climate change on building performance; A case study applied to the top 8 deserts and top 8 coldest regions in the world,2023,gestao_predial_contexto_publico_universitario,,,sim
1339,14,REG_06207,10.1061/jcemd4.coeng-15011,Semiautomated Railway Line Information Modeling Based on Asset Management Data,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1340,14,REG_02908,NA,Investigating Design and Deployment of Eco-Feedback Dashboards,2022,gestao_predial_sustentabilidade_geral,,,sim
1341,14,REG_07311,10.5334/bc.327,Improving social value through facilities management: Swedish housing companies,2023,gestao_predial_biossistemica_conceitual,,,sim
1342,14,REG_08004,10.14311/app.2022.38.0553,LIFELONG LEARNING OF PROPERTY MANAGERS IN ENABLING SUSTAINABLE AND ENERGY EFFICIENT RESIDENTIAL BUILDINGS: EXPERIENCES OF CARE PROJECT IN TAMPERE REGION,2022,gestao_predial_sustentabilidade_geral,,,sim
1343,14,REG_06877,10.24857/rgsa.v18n2-110,PRICING MODEL FOR WASTEWATER MANAGEMENT SERVICES TO ENSURE OPERATIONAL SUSTAINABILITY,2024,gestao_predial_com_decisao_multicriterio,AHP; ANP,,sim
1344,14,REG_06840,10.1109/ispa63168.2024.00294,Smart Building Management System based on Digital Twin: A Case Study on Real-Time Environmental Monitoring and Thermal Comfort Prediction,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin; outra tecnologia: smart building,sim
1345,14,REG_02752,10.1088/1755-1315/1101/6/062011,Lean and visual managements contribution to sustainable facilities management,2022,gestao_predial_sustentabilidade_geral,,,sim
1346,14,REG_02638,10.1016/j.enconman.2022.115428,Life cycle and environmental assessment of calcium looping (CaL) in solar thermochemical energy storage,2022,gestao_predial_sustentabilidade_geral,,,sim
1347,14,REG_06509,10.1007/978-981-99-7965-3_52,Smart Construction Engineering and Management,2024,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: intelligent building,sim
1348,14,REG_02629,10.1016/j.enbuild.2022.111936,"Low-energy buildings in combination with grid decarbonization, life cycle assessment of passive house buildings in Northern Ireland",2022,gestao_predial_sustentabilidade_geral,,,sim
1349,14,REG_06798,10.1201/9781003258377-10,Potential for Applicability of Decentralized Approaches in Sewage Treatment Systems Globally,2024,gestao_predial_com_decisao_multicriterio,ANP,,sim
1350,14,REG_02693,10.1109/mim.2022.9693445,Measured Data Reliability for Building Performance and Maintenance,2022,gestao_predial_sustentabilidade_geral,,,sim
1351,14,REG_07361,10.4018/978-1-6684-8969-7.ch007,Smart Non-Invasive Approach for Workspace Rating Assessment: A Post-Occupancy Evaluation Approach for University Buildings,2023,gestao_predial_contexto_publico_universitario,,,sim
1352,14,REG_06458,10.1108/f-03-2023-0029,Statistical critical reactive maintenance characterisation for digital twin implementation in universities,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin; IoT,sim
1353,14,REG_02711,10.1109/icaica54878.2022.9844490,Mining and Analysis of Association Rules for Electromechanical and Intelligent Systems of Green Building in a Large Cultural Complex,2022,gestao_predial_sustentabilidade_geral,,,sim
1354,14,REG_06169,10.1061/jcemd4.coeng-14727,"Process Mining, Modeling, and Management in Construction: A Critical Review of Three Decades of Research Coupled with a Current Industry Perspective",2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Data-driven,sim
1355,14,REG_02827,10.1080/19401493.2022.2094466,"Modelling and mitigating lifetime impact of building demand responsive control of heating, ventilation and air-conditioning systems",2022,gestao_predial_sustentabilidade_geral,,,sim
1356,14,REG_06217,10.13700/j.bh.1001-5965.2022.0815,Storage and transfer method of airport pavement structure information model based on IFC standard,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1357,14,REG_08007,10.1061/(asce)cp.1943-5487.0001030,Object-Oriented Damage Information Modeling Concepts and Implementation for Bridge Inspection,2022,gestao_predial_sustentabilidade_geral,,,sim
1358,14,REG_02582,10.36909/jer.10475,Occupant awareness towards the application of total productive maintenance in green office building,2022,gestao_predial_sustentabilidade_geral,,,sim
1359,14,REG_07949,10.1016/j.trgeo.2024.101274,"Reimagining unbound road pavement technology: Integrating testing, design, construction and performance in the post-digital era",2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM; Digital Twin,sim
1360,14,REG_06545,10.1201/9781032656663,Strategic and Sustainable Management of Workplace Facilities,2024,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: intelligent building,sim
1361,14,REG_02886,10.1016/b978-0-12-820247-0.00003-5,Ontologically streamlined data for building design and operation support,2022,gestao_predial_sustentabilidade_geral,,,sim
1362,14,REG_02931,10.26868/25222708.2021.31119,"Open-source photovoltaic model for early building planning processes: Modeling, application and validation",2022,gestao_predial_sustentabilidade_geral,,,sim
1363,14,REG_07416,10.1201/9781003357483-1,Introduction,2023,gestao_predial_biossistemica_conceitual,,,sim
1364,14,REG_06272,10.19799/j.cnki.2095-4239.2024.0184,Review of the operation and fault handling analysis of new energy microgrid systems in military applications,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1365,14,REG_06495,10.1080/17512549.2024.2383866,Systematic literature review of BIM application in the whole life cycle of green building projects,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1366,14,REG_06968,10.30880/ijscet.2023.14.05.007,Sustainable Facilities Management (SFM) Initiatives in Malaysia Hotel Industry,2023,gestao_predial_contexto_publico_universitario,,,sim
1367,14,REG_02708,10.1049/icp.2023.0104,Optimized Control Strategy of Green Buildings with PV Generation and Energy Storage Integration,2022,gestao_predial_sustentabilidade_geral,,,sim
1368,14,REG_02770,10.1007/978-3-030-96206-7_7,Organizational-Technological Genesis as the Basis for Information Modeling of the Building Systems Changes,2022,gestao_predial_sustentabilidade_geral,,,sim
1369,14,REG_06133,10.3390/su162310210,Technical Management of Residential Buildings—The Idea of Implementing Predictive Approach Elements for Sustainable Maintenance,2024,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: predictive maintenance,sim
1370,14,REG_06518,10.1109/icopesa61191.2024.10743430,Sequential Cooling Load Calculation for Office Buildings in Low-Carbon Parks,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1371,14,REG_02887,10.3390/app12010467,Partial Least Squares Regression Approach in the Analysis of Damage Intensity Changes to Prefabricated RC Buildings during the Long Term of Mining Activity,2022,gestao_predial_sustentabilidade_geral,,,sim
1372,14,REG_02917,10.26868/25222708.2021.30243,Passive envelope design optimization of residential buildings using NSGA-II in different Algerian climatic zones,2022,gestao_predial_sustentabilidade_geral,,,sim
1373,14,REG_06709,10.1007/978-981-99-7569-3_22,The Development of Internet of Things (IoT) Preventive and Predictive Maintenance Solutions for Building Management,2024,gestao_predial_com_tecnologia_aplicada,,IoT; outra tecnologia: predictive maintenance,sim
1374,14,REG_02449,10.1007/s41101-022-00161-0,"Performance Evaluation of Small-Scale Irrigation Scheme: Case Study of Selamko Irrigation Scheme, Upper Blue Nile, Ethiopia",2022,gestao_predial_sustentabilidade_geral,,,sim
1375,14,REG_06378,10.3390/su16104284,Strategies of Public University Building Maintenance—A Literature Survey,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
1376,14,REG_02575,10.1016/j.rser.2022.112401,Performance and energy optimization of building automation and management systems: Towards smart sustainable carbon-neutral sports facilities,2022,gestao_predial_sustentabilidade_geral,,,sim
1377,14,REG_06241,10.1016/j.ynexs.2024.100031,The Digital Lab Facility Manager: Automating operations of research laboratories through “The World Avatar”,2024,gestao_predial_com_tecnologia_aplicada,,IoT; outra tecnologia: smart building,sim
1378,14,REG_02947,10.1080/15623599.2020.1814940,Powering electric tower cranes by solar energy for sustainable construction,2022,gestao_predial_sustentabilidade_geral,,,sim
1379,14,REG_07679,10.1016/j.solener.2023.112068,Sustainable performance in public buildings supported by daylighting technology,2023,gestao_predial_contexto_publico_universitario,,,sim
1380,14,REG_07938,10.1007/s42452-024-06316-z,Survey on the use of BIM methodology for railway 3D modeling,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
1381,14,REG_02778,10.1109/aie57029.2022.00124,Preliminary construction of intelligent operation and maintenance system for key equipment of Urban Rail Transit,2022,gestao_predial_sustentabilidade_geral,,,sim
1382,14,REG_06547,10.1007/978-3-031-57931-8_20,The Efficiency of Building Maintenance Using Digital Twins: A Literature Review,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin; IoT,sim
1383,14,REG_02514,10.9745/ghsp-d-21-00706,Primary Health Care Management Effectiveness as a Driver of Family Planning Service Readiness: A Cross-Sectional Analysis in Central Mozambique,2022,gestao_predial_sustentabilidade_geral,,,sim
1384,14,REG_02577,10.1016/j.jclepro.2022.131608,Promoting employee participation in operation and maintenance of green office building by adopting the total productive maintenance (TPM) concept,2022,gestao_predial_sustentabilidade_geral,,,sim
1385,14,REG_07479,10.1007/978-3-031-24327-1_28,Photovoltaic Energy for Mobility and Building Operation in Unconditioned Equatorial Households: A Case of Study in Quito,2023,gestao_predial_biossistemica_conceitual,,,sim
1386,14,REG_06685,10.1007/978-981-99-7434-4_69,The Establishment and Implementation of Scan to BIM Process in Thermal Power Station Project,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1387,14,REG_06879,10.1088/1755-1315/1363/1/012054,"The Importance of Conscious Decision-making when Securing Carbon Savings Through Building Transformation of Wooden Warehouses Into LKR Innovation House, Denmark",2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1388,14,REG_02628,10.4324/9781003244929-27,Reaching thermal comfort zone limits for resilient building operation: A winter case study for offices,2022,gestao_predial_sustentabilidade_geral,,,sim
1389,14,REG_02652,10.3389/fbuil.2022.815672,Reality Model-Based Facility Management Framework for Existing Building,2022,gestao_predial_sustentabilidade_geral,,,sim
1390,14,REG_08226,10.36728/iceete.v2i1.165,The Role of Technology to Sustainability in Building Maintenance for Infrastructure,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1391,14,REG_07948,10.3390/su16145862,The Key Role of Floors for the Sustainability of Retrofit Interventions in Older Existing Reinforced Concrete Buildings,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1392,14,REG_02579,10.4018/978-1-7998-8856-7.ch021,Relations Between Digital Transformation and Sustainability Post COVID-19: The Pillars of ESG,2022,gestao_predial_sustentabilidade_geral,,,sim
1393,14,REG_06998,NA,The development of urban-based facility management from a well-being perspective,2023,gestao_predial_contexto_publico_universitario,,,sim
1394,14,REG_08462,10.3390/su14105871,Research on Classification Method of Building Function Oriented to Urban Building Stock Management,2022,gestao_predial_sustentabilidade_geral,,,sim
1395,14,REG_06526,10.1002/9781119911425,The Smart Estate: Collaborative Working with Digital Information Management,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1396,14,REG_02644,10.1016/j.measurement.2022.110793,Research on intelligent measurement and driving mechanism of influencing factors of building energy saving,2022,gestao_predial_sustentabilidade_geral,,,sim
1397,14,REG_07963,10.1007/978-3-031-74723-6_28,The Role of Digital Twin in Structural Engineering,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM; Digital Twin; outra tecnologia: predictive maintenance,sim
1398,14,REG_02840,NA,Research on the Differential Configuration of Grid Equipment Production Costs——Taking 500kV Substation as an Example,2022,gestao_predial_sustentabilidade_geral,,,sim
1399,14,REG_06494,10.1080/23744731.2024.2351310,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1400,14,REG_02795,10.3390/su14020963,Reverse Logistics Performance Indicators for the Construction Sector: A Building Project Case,2022,gestao_predial_sustentabilidade_geral,,,sim
1401,15,REG_06644,10.1088/1755-1315/1381/1/012036,The priority scale determination in sustainable maintenance strategy for university building based on the analytical network process (ANP),2024,gestao_predial_com_decisao_multicriterio,ANP,,sim
1402,15,REG_09182,10.1109/amps62611.2024.10706690,Towards the DT of an educational building: an AI-based distributed measurement system for the power forecasting,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin,sim
1403,15,REG_02679,10.1108/ijbpa-04-2020-0033,Review and assessment of factors affecting adaptive reuse of commercial projects in Saudi Arabia,2022,gestao_predial_sustentabilidade_geral,,,sim
1404,15,REG_02776,10.31705/wcs.2022.65,SUSTAINABLE FACILITIES MANAGEMENT PRACTICE AND ITS PERCEPTION IN HEALTH CARE ORGANISATIONS: A DELPHI SURVEY,2022,gestao_predial_sustentabilidade_geral,,,sim
1405,15,REG_06999,NA,The transformation of city areas in the post-transition period of Skopje,2023,gestao_predial_contexto_publico_universitario,,,sim
1406,15,REG_06800,10.1088/1755-1315/1396/1/012020,Towards the Enhancement of Buildings’ Sustainability: IoT-Based Building Management Systems (IoT-BMS),2024,gestao_predial_com_tecnologia_aplicada,,IoT,sim
1407,15,REG_02810,10.1109/sieds55548.2022.9799401,Safe and Sustainable Fleet Management with Data Analytics and Reinforcement Training,2022,gestao_predial_sustentabilidade_geral,,,sim
1408,15,REG_07253,10.1007/978-3-031-36121-0_14,Post-occupancy Assessment of Building Performance: A Unified Approach,2023,gestao_predial_biossistemica_conceitual,,,sim
1409,15,REG_06445,10.3390/en17061339,"Theoretical Framework and Research Proposal for Energy Utilization, Conservation, Production, and Intelligent Systems in Tropical Island Zero-Carbon Building",2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1410,15,REG_02516,10.46234/ccdcw2022.155,"Sanitary Evaluation of Rural Water Supply Projects — China, 2020",2022,gestao_predial_sustentabilidade_geral,,,sim
1411,15,REG_06204,10.1007/s41062-024-01707-y,Utilizing building information modeling (BIM) in the operation phase of civil infrastructure to analyze reinforcement corrosion induced by carbonation,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1412,15,REG_02567,10.1016/j.ifacol.2022.09.211,"SeeCarbon: a review of digital approaches for revealing and reducing infrastructure, building and City’s carbon footprint",2022,gestao_predial_sustentabilidade_geral,,,sim
1413,15,REG_06118,10.1007/s40999-024-01004-w,Toward Future Design Base on Life Cycle Cost Assessment in Civil Engineering: A Bibliometric Analysis of the Literature,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1414,15,REG_02443,10.3390/en15239004,Status of Micro-Hydrokinetic River Technology Turbines Application for Rural Electrification in Africa,2022,gestao_predial_sustentabilidade_geral,,,sim
1415,15,REG_06225,10.1016/j.iot.2024.101275,VR for construction engineering and management: Review of user experience perspective,2024,gestao_predial_com_tecnologia_aplicada,,IoT,sim
1416,15,REG_02736,10.1016/j.jobe.2021.103490,Strategic approaches towards achieving sustainable and effective building maintenance practices in maintenance-managed buildings: A combination of expert interviews and a literature review,2022,gestao_predial_sustentabilidade_geral,,,sim
1417,15,REG_08013,10.1016/j.oceaneng.2021.110271,Structural integrity assessment of fixed support structures for offshore wind turbines: A review,2022,gestao_predial_sustentabilidade_geral,,,sim
1418,15,REG_06405,10.1016/j.jobe.2023.108223,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1419,15,REG_06404,10.1016/j.dibe.2024.100453,Virtual Building Models in built environments,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin,sim
1420,15,REG_06973,10.1063/5.0176341,Transparent and sustainable procurement through two-stage early contractor involvement (2S-ECI) - Industry perceptions,2023,gestao_predial_contexto_publico_universitario,,,sim
1421,15,REG_02758,10.1088/1755-1315/1067/1/012079,Sustainable Facilities Management (SFM) initiatives in Malaysia hotel industry: reliability and validity analysis using Smart-PLS,2022,gestao_predial_sustentabilidade_geral,,,sim
1422,15,REG_02774,10.2118/210630-ms,Sustainable and Responsible Exploration and Production Operations Through Sustainable Risk Assessment Register and Matrix - A Suggestion for the Industry,2022,gestao_predial_sustentabilidade_geral,,,sim
1423,15,REG_06248,10.3390/app14177998,Virtual Tours as Effective Complement to Building Information Models in Computer-Aided Facility Management Using Internet of Things,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin; IoT,sim
1424,15,REG_06543,10.1016/j.procs.2024.06.273,Usage of Building Passports and BIM in Multi-Criteria Evaluation,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
1425,15,REG_02769,10.1080/01446193.2022.2027485,Sustainable building renovation in residential buildings: barriers and potential motivations in Norwegian culture,2022,gestao_predial_sustentabilidade_geral,,,sim
1426,15,REG_02793,NA,THE IMPLEMENTATION OF SUSTAINABLE ENERGY PRACTICES IN THE LOCAL AUTHORITY BUILDINGS,2022,gestao_predial_sustentabilidade_geral,,,sim
1427,15,REG_06351,10.1016/j.jort.2024.100759,Visitors’ experience of using smart facilities in urban parks: A study in Shenzhen,2024,gestao_predial_com_tecnologia_aplicada,,IoT,sim
1428,15,REG_02747,NA,THE MANAGEMENT OF MAINTAINABILITY THROUGHOUT THE LIFE CYCLE OF BUILDINGS AND ITS CONTRIBUTION TO SUSTAINABILITY,2022,gestao_predial_sustentabilidade_geral,,,sim
1429,15,REG_06997,NA,"3rd International Conference of Construction, Infrastructure, and Materials, ICCIM 2023",2023,gestao_predial_com_decisao_multicriterio,AHP,BIM,sim
1430,15,REG_07423,10.1088/1755-1315/1176/1/012044,Quality of Life: Alignment of FM with the SDGs,2023,gestao_predial_biossistemica_conceitual,,,sim
1431,15,REG_02686,10.3390/su14031705,The Future of Facilities Management: Managing Facilities for Sustainable Development,2022,gestao_predial_sustentabilidade_geral,,,sim
1432,15,REG_07975,NA,"World Conference on Smart Trends in Systems, Security, and Sustainability, WS4 2023",2024,gestao_predial_com_tecnologia_aplicada,,IoT; outra tecnologia: predictive maintenance,sim
1433,15,REG_02900,10.3389/fbuil.2022.838859,The Information Gap in Occupant-Centric Building Operations: Lessons Learned from Interviews with Building Operators in Germany,2022,gestao_predial_sustentabilidade_geral,,,sim
1434,15,REG_02683,10.1088/1755-1315/973/1/012010,A Post-occupancy Evaluation of Occupant Satisfaction in Green and Conventional Higher Educational Buildings,2022,gestao_predial_contexto_publico_universitario,,,sim
