id_sensibilidade,database,string_id,titulo,doi,ano,n_registros_agrupados_sensibilidade,ids_sensibilidade_agrupados,classe,match_corpus_id,motivo_match
SENS_SCOPUS_02058,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Integration of Building Information Modeling with Sport and Facility: Current Status and Future Directions,10.3390/buildings13071829,2023,2,SENS_SCOPUS_02058|SENS_WOS_art02_00358,JA_EXISTIA_NO_CORPUS,REG_07062,doi_exato
SENS_SCOPUS_02060,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Building Condition Indicators Analysis for BIM-FM Integration,10.1007/s11831-022-09719-6,2022,2,SENS_SCOPUS_02060|SENS_WOS_art01_00794,JA_EXISTIA_NO_CORPUS,REG_09528,doi_exato
SENS_SCOPUS_02092,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,An End-to-End Solution for Spatial Inference in Smart Buildings,10.1145/3600100.3623736,2023,2,SENS_SCOPUS_02092|SENS_WOS_art02_00329,JA_EXISTIA_NO_CORPUS,REG_06936,doi_exato
SENS_SCOPUS_02093,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Technical Components Integration Using APIs for Predictive Maintenance in the Context of Industry 4.0 Digital Transformation,10.1007/978-3-031-42467-0_89,2023,2,SENS_SCOPUS_02093|SENS_WOS_art02_00093,JA_EXISTIA_NO_CORPUS,REG_07993,doi_exato
SENS_SCOPUS_02108,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,5G Pathway Navigation for Smart Infrastructure,10.1109/PEEIC59336.2023.10450629,2023,1,SENS_SCOPUS_02108,JA_EXISTIA_NO_CORPUS,REG_07300,doi_exato
SENS_SCOPUS_02109,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Effectiveness Study of Artificial Intelligent Facility System in Maintaining Building Fire Safety (Case Study: Typical Public Building Cases of Fire-Fighting Facilities Management in China),10.1155/2023/2592322,2023,2,SENS_SCOPUS_02109|SENS_WOS_art02_00061,JA_EXISTIA_NO_CORPUS,REG_07379,doi_exato
SENS_SCOPUS_02117,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Digital Twin for Fault Detection and Diagnosis of Building Operations: A Systematic Review,10.3390/buildings13061426,2023,2,SENS_SCOPUS_02117|SENS_WOS_art01_00561,JA_EXISTIA_NO_CORPUS,REG_07093,doi_exato
SENS_SCOPUS_02120,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Digital twin-enabled prefabrication supply chain for smart construction and carbon emissions evaluation in building projects,10.1016/j.jobe.2023.107598,2023,2,SENS_SCOPUS_02120|SENS_WOS_art02_00211,JA_EXISTIA_NO_CORPUS,REG_06952,doi_exato
SENS_SCOPUS_02121,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Visualizing Automated HVAC Performance Analysis on Floor Plans for Meaningful Insights,,2023,2,SENS_SCOPUS_02121|SENS_WOS_art02_00553,JA_EXISTIA_NO_CORPUS,REG_07333,titulo_exato
SENS_SCOPUS_02144,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,The ForTune Toolbox: Building Solutions for Condition-Based and Predictive Maintenance Focusing on Retrofitting,,2023,1,SENS_SCOPUS_02144,JA_EXISTIA_NO_CORPUS,REG_07995,titulo_exato
SENS_SCOPUS_02200,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Building Maintenance Cost Estimation and Circular Economy: The Role of Machine-Learning,10.1016/j.susmat.2023.e00679,2023,3,SENS_SCOPUS_02200|SENS_WOS_art01_00792|SENS_CROSSREF_01985,JA_EXISTIA_NO_CORPUS,REG_07024,doi_exato
SENS_SCOPUS_02208,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Facilities Management Information System with Data Analytics and Visualization,10.1109/ICEEICT56924.2023.10157626,2023,1,SENS_SCOPUS_02208,JA_EXISTIA_NO_CORPUS,REG_07241,doi_exato
SENS_SCOPUS_02214,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,10.3390/buildings12070994,2022,2,SENS_SCOPUS_02214|SENS_WOS_art01_00185,JA_EXISTIA_NO_CORPUS,REG_02568,doi_exato
SENS_SCOPUS_02241,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"3rd International Conference of International Society for Intelligent Construction, ISIC 2022",,2023,1,SENS_SCOPUS_02241,JA_EXISTIA_NO_CORPUS,REG_07449,titulo_exato
SENS_SCOPUS_02242,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Oil and Gas Field Digital Twin Full Lifecycle Management Platform and Application Based on Meta-Universe Technology,10.2118/221969-MS,2024,1,SENS_SCOPUS_02242,JA_EXISTIA_NO_CORPUS,REG_06657,doi_exato
SENS_SCOPUS_02258,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Predictive Maintenance 4.0 for Chilled Water System at Commercial Buildings: A Methodological Framework,10.3390/buildings13020497,2023,2,SENS_SCOPUS_02258|SENS_WOS_art01_00195,JA_EXISTIA_NO_CORPUS,REG_08714,doi_exato
SENS_SCOPUS_02259,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Is Digitalization Worth the Hassle? Two cases of Innovation Building Operation and Maintenance,10.1088/1755-1315/1176/1/012031,2023,1,SENS_SCOPUS_02259,JA_EXISTIA_NO_CORPUS,REG_07254,doi_exato
SENS_SCOPUS_02268,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Data Centric “Smart” Digital Platform for Wastewater Treatment Plant Proactive Optimization and Maintenance,10.2175/193864718825159675,2024,1,SENS_SCOPUS_02268,JA_EXISTIA_NO_CORPUS,REG_06738,doi_exato
SENS_SCOPUS_02285,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Digital Evolution in AEC industry: Bridging BIM, Building Codes, and Future Technologies",10.1088/1755-1315/1376/1/012004,2024,1,SENS_SCOPUS_02285,JA_EXISTIA_NO_CORPUS,REG_06557,doi_exato
SENS_WOS_art02_00001,WoS,wos_nucleo_a5_sensibilidade_ia_ml,Digital twin with Machine learning for predictive monitoring of CO2 equivalent from existing buildings,10.1016/j.enbuild.2023.112851,2023,2,SENS_SCOPUS_02290|SENS_WOS_art02_00001,JA_EXISTIA_NO_CORPUS,REG_07158,doi_exato
SENS_SCOPUS_02300,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A type-2 fuzzy system-based approach for image data fusion to create building information models,10.1016/j.inffus.2022.07.007,2022,2,SENS_SCOPUS_02300|SENS_WOS_art01_00210,JA_EXISTIA_NO_CORPUS,REG_02429,doi_exato
SENS_WOS_art01_00113,WoS,wos_nucleo_a5_sensibilidade_ia_ml,Improving building occupant comfort through a digital twin approach: A Bayesian network model and predictive maintenance method,10.1016/j.enbuild.2023.112992,2023,2,SENS_SCOPUS_02303|SENS_WOS_art01_00113,JA_EXISTIA_NO_CORPUS,REG_07097,doi_exato
SENS_SCOPUS_02307,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,In situ virtual sensors in building digital twins: framework and methodology,10.1016/j.jii.2023.100532,2023,2,SENS_SCOPUS_02307|SENS_WOS_art02_00178,JA_EXISTIA_NO_CORPUS,REG_06903,doi_exato
SENS_SCOPUS_02308,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Using image analysis to quantify defects and prioritize repairs in built-up roofs,10.1108/F-08-2022-0119,2023,2,SENS_SCOPUS_02308|SENS_WOS_art01_00165,JA_EXISTIA_NO_CORPUS,REG_09385,doi_exato
SENS_SCOPUS_02316,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,DEVELOPMENT OF AN INNOVATIVE MODEL FOR THE INTER-INTEGRATION OF THE ARCHITECTURE OF THE INTELLIGENT COMPUTER ENVIRONMENT OF CRITICAL INFRASTRUCTURE FACILITIES OF THE RAILWAY,10.15587/2706-5448.2023.291244,2023,1,SENS_SCOPUS_02316,JA_EXISTIA_NO_CORPUS,REG_06993,doi_exato
SENS_SCOPUS_02317,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Temporal Peak-Management and Clustering System for Sustainable Learning With Application to the Excimer Laser Annealing Process,10.1109/ACCESS.2023.3254910,2023,2,SENS_SCOPUS_02317|SENS_WOS_art02_00405,JA_EXISTIA_NO_CORPUS,REG_07469,doi_exato
SENS_SCOPUS_02319,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Convolutional Neural Network and Support Vector Machine for Prediction of Damage Intensity to Multi-Storey Prefabricated RC Buildings,10.3390/en15134736,2022,2,SENS_SCOPUS_02319|SENS_WOS_art01_00118,JA_EXISTIA_NO_CORPUS,REG_02565,doi_exato
SENS_SCOPUS_02335,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Convolutional Neural Networks and Regression Algorithms Supporting Buildings Facility Management,10.3390/buildings13112805,2023,2,SENS_SCOPUS_02335|SENS_WOS_art01_00283,JA_EXISTIA_NO_CORPUS,REG_06942,doi_exato
SENS_SCOPUS_02358,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Resource Optimization at Remote Facilities by Leveraging Advance Maintenance Practices TPM (Total Productive Maintenance), ODR (Operator Driven Reliability) and Industry 4.0 Technologies",10.2118/216229-MS,2023,1,SENS_SCOPUS_02358,JA_EXISTIA_NO_CORPUS,REG_07491,doi_exato
SENS_SCOPUS_02372,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Integrating Blockchain and Emerging Technologies for Sustainability Assurance in the Built Environment,10.1109/AIBThings58340.2023.10292472,2023,1,SENS_SCOPUS_02372,JA_EXISTIA_NO_CORPUS,REG_07284,doi_exato
SENS_SCOPUS_02382,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SEMI-AUTOMATIC 3D CRACK MAP GENERATION AND WIDTH EVALUATION FOR STRUCTURAL MONITORING OF REINFORCED CONCRETE STRUCTURES,10.36680/j.itcon.2023.040,2023,2,SENS_SCOPUS_02382|SENS_WOS_art01_00184,JA_EXISTIA_NO_CORPUS,REG_07978,doi_exato
SENS_SCOPUS_02388,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Digitally transforming FM standards and their development process: Allowing experts to focus on what matters,10.1088/1755-1315/1176/1/012021,2023,1,SENS_SCOPUS_02388,JA_EXISTIA_NO_CORPUS,REG_07343,doi_exato
SENS_SCOPUS_02408,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Artificial Intelligence in the Construction Industry: A Systematic Review of the Entire Construction Value Chain Lifecycle,10.3390/en17010182,2024,2,SENS_SCOPUS_02408|SENS_WOS_art02_00217,JA_EXISTIA_NO_CORPUS,REG_06621,doi_exato
SENS_SCOPUS_02412,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,SEAMLESS AUGMENTED REALITY REGISTRATION SUPPORTING FACILITY MANAGEMENT OPERATIONS IN UNPREPARED ENVIRONMENTS,10.36680/j.itcon.2024.051,2024,2,SENS_SCOPUS_02412|SENS_WOS_art02_00399,JA_EXISTIA_NO_CORPUS,REG_09267,doi_exato
SENS_SCOPUS_02416,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A sustainable artificial intelligence facilities management outsourcing relationships system: Case studies,10.3389/fpsyg.2022.920625,2022,2,SENS_SCOPUS_02416|SENS_WOS_art01_00217,JA_EXISTIA_NO_CORPUS,REG_02535,doi_exato
SENS_SCOPUS_02418,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Integrating Energy System Monitoring and Maintenance Services into a BIM-Based Digital Twin,10.1109/IECON51785.2023.10311659,2023,2,SENS_SCOPUS_02418|SENS_WOS_art02_00188,JA_EXISTIA_NO_CORPUS,REG_07263,doi_exato
SENS_WOS_art01_00775,WoS,wos_nucleo_a5_sensibilidade_ia_ml,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,10.1016/j.enbuild.2022.112732,2023,2,SENS_SCOPUS_02420|SENS_WOS_art01_00775,JA_EXISTIA_NO_CORPUS,REG_07192,doi_exato
SENS_SCOPUS_02423,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"3rd International Conference on Smart Cities and Sustainable Planning, SCSP 2022",,2023,1,SENS_SCOPUS_02423,JA_EXISTIA_NO_CORPUS,REG_07039,titulo_exato
SENS_SCOPUS_02424,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-Powered Intelligent Seaport Mobility: Enhancing Container Drayage Efficiency through Computer Vision and Deep Learning,10.3390/app132212214,2023,2,SENS_SCOPUS_02424|SENS_WOS_art01_00722,JA_EXISTIA_NO_CORPUS,REG_06951,doi_exato
SENS_SCOPUS_02431,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,An Integrated Deep Learning and Edge Computing Framework for Intelligent Energy Management in IoT-Based Smart Cities,10.1109/ICTEASD57136.2023.10585232,2023,1,SENS_SCOPUS_02431,JA_EXISTIA_NO_CORPUS,REG_07528,doi_exato
SENS_SCOPUS_02435,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Roads Infrastructure Digital Twin Case Study: Uzbekistan,10.1007/978-981-97-8483-7_10,2024,1,SENS_SCOPUS_02435,JA_EXISTIA_NO_CORPUS,REG_07972,doi_exato
SENS_SCOPUS_02441,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Enhancing Zero-Carbon Building Operation and Maintenance: A Correlation-Based Data Mining Approach for Database Analysis,10.3390/su151813671,2023,2,SENS_SCOPUS_02441|SENS_WOS_art02_00240,JA_EXISTIA_NO_CORPUS,REG_08230,doi_exato
SENS_SCOPUS_02446,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A discussion of digital transition impact on facility management of hospital buildings,10.1108/F-07-2022-0092,2023,2,SENS_SCOPUS_02446|SENS_WOS_art02_00091,JA_EXISTIA_NO_CORPUS,REG_07138,doi_exato
SENS_SCOPUS_02491,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Application of deep learning in facility management and maintenance for heating, ventilation, and air conditioning",10.1016/j.autcon.2022.104445,2022,2,SENS_SCOPUS_02491|SENS_WOS_art01_00308,JA_EXISTIA_NO_CORPUS,REG_02517,doi_exato
SENS_SCOPUS_02515,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Data Driven Approach to Forecast Building Occupant Complaints,,2020,2,SENS_SCOPUS_02515|SENS_WOS_art01_00818,JA_EXISTIA_NO_CORPUS,REG_03864,titulo_exato
SENS_SCOPUS_02523,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A DEEP LEARNING-BASED BUILDING DEFECTS DETECTION TOOL FOR SUSTAINABILITY MONITORING,10.31705/WCS.2022.1,2022,1,SENS_SCOPUS_02523,JA_EXISTIA_NO_CORPUS,REG_02861,doi_exato
SENS_SCOPUS_02528,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Big data and its applications in smart real estate and the disaster management life cycle: A systematic analysis,10.3390/bdcc4020004,2020,2,SENS_SCOPUS_02528|SENS_WOS_art02_00552,JA_EXISTIA_NO_CORPUS,REG_03716,doi_exato
SENS_SCOPUS_02530,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Analysis of the Synergistic Effect of Data Analytics and Technology Trends in the AEC/FM Industry,10.1061/(ASCE)CO.1943-7862.0001759,2020,2,SENS_SCOPUS_02530|SENS_WOS_art02_00418,JA_EXISTIA_NO_CORPUS,REG_03795,doi_exato
SENS_SCOPUS_02540,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Optimized Building Component Assessment Planning Using a Value of Information Model,10.1061/(ASCE)CF.1943-5509.0001198,2018,2,SENS_SCOPUS_02540|SENS_WOS_art01_00310,JA_EXISTIA_NO_CORPUS,REG_00076,doi_exato
SENS_SCOPUS_02565,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"European Conference on Computing in Construction, EC3 2021",,2021,2,SENS_SCOPUS_02549|SENS_SCOPUS_02565,JA_EXISTIA_NO_CORPUS,REG_03360,titulo_exato
SENS_SCOPUS_02551,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Machine Learning-Based Building Life-Cycle Cost Prediction: A Framework and Ontology,,2020,2,SENS_SCOPUS_02551|SENS_WOS_art02_00286,JA_EXISTIA_NO_CORPUS,REG_03851,titulo_exato
SENS_SCOPUS_02555,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Developing a process for continuous commissioning,10.1109/IECON.2018.8591688,2018,2,SENS_SCOPUS_02555|SENS_WOS_art02_00469,JA_EXISTIA_NO_CORPUS,REG_09287,titulo_exato
SENS_SCOPUS_02560,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,An Artificial Intelligence Technology for Predictive Operation and Maintenance of Crude Oil Gathering Systems,10.2118/201567-MS,2020,2,SENS_SCOPUS_02560|SENS_SCOPUS_02672,JA_EXISTIA_NO_CORPUS,REG_03958,doi_exato
SENS_SCOPUS_02566,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Data-driven building load profiling and energy management,10.1016/j.scs.2019.101587,2019,2,SENS_SCOPUS_02566|SENS_WOS_art01_00468,JA_EXISTIA_NO_CORPUS,REG_04162,doi_exato
SENS_SCOPUS_02574,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Building condition assessment using artificial neural network and structural equations,10.1016/j.eswa.2021.115743,2021,2,SENS_SCOPUS_02574|SENS_WOS_art01_00071,JA_EXISTIA_NO_CORPUS,REG_09220,doi_exato
SENS_SCOPUS_02578,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Natural language processing model for managing maintenance requests in buildings,10.3390/BUILDINGS10090160,2020,3,SENS_SCOPUS_02578|SENS_WOS_art01_00555|SENS_CROSSREF_01299,JA_EXISTIA_NO_CORPUS,REG_08723,doi_exato
SENS_SCOPUS_02585,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Unsupervised learning techniques for HVAC terminal unit behaviour analysis,10.1109/UIC-ATC.2017.8397584,2018,2,SENS_SCOPUS_02585|SENS_WOS_art01_00815,JA_EXISTIA_NO_CORPUS,REG_00103,doi_exato
SENS_SCOPUS_02593,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Machine Learning Framework for the Sustainable Maintenance of Building Facilities,10.3390/su14020681,2022,2,SENS_SCOPUS_02593|SENS_WOS_art01_00729,JA_EXISTIA_NO_CORPUS,REG_02829,doi_exato
SENS_SCOPUS_02607,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Developing a Web-Based BIM Asset and Facility Management System of Building Digital Twins,10.1061/9780784483893.061,2021,2,SENS_SCOPUS_02607|SENS_WOS_art02_00160,JA_EXISTIA_NO_CORPUS,REG_03329,doi_exato
SENS_SCOPUS_02614,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Office building occupancy monitoring through image recognition sensors,10.2495/SAFE-V9-N4-371-380,2019,1,SENS_SCOPUS_02614,JA_EXISTIA_NO_CORPUS,REG_04325,doi_exato
SENS_SCOPUS_02618,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Robotics Applicability for Routine Operator Tasks in Power Plant Facilities,,2021,1,SENS_SCOPUS_02618,JA_EXISTIA_NO_CORPUS,REG_03331,titulo_exato
SENS_SCOPUS_02621,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Opportunities for Applying Camera-Equipped Drones towards Performance Inspections of Building Facades,10.1061/9780784482445.015,2019,2,SENS_SCOPUS_02621|SENS_WOS_art02_00249,JA_EXISTIA_NO_CORPUS,REG_04349,doi_exato
SENS_SCOPUS_02633,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A Digital Twin Framework for Enhancing Predictive Maintenance of Pumps in Wastewater Treatment Plants,,2021,1,SENS_SCOPUS_02633,JA_EXISTIA_NO_CORPUS,REG_03467,titulo_exato
SENS_SCOPUS_02637,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A Data-Driven Digital Twin for Urban Activity Monitoring,10.1109/ISCC55528.2022.9912914,2022,1,SENS_SCOPUS_02637,JA_EXISTIA_NO_CORPUS,REG_02798,doi_exato
SENS_WOS_art01_00231,WoS,wos_nucleo_a5_sensibilidade_ia_ml,A Digital Twin predictive maintenance framework of air handling units based on automatic fault detection and diagnostics,10.1016/j.enbuild.2022.111988,2022,2,SENS_SCOPUS_02641|SENS_WOS_art01_00231,JA_EXISTIA_NO_CORPUS,REG_09217,doi_exato
SENS_SCOPUS_02648,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,DEVELOPMENT OF A HOLISTIC DATA-DRIVEN DETECTION AND DIAGNOSIS APPROACH FOR OPERATIONAL FAULTS IN PUBLIC BUILDINGS,10.1115/IMECE2022-94599,2022,2,SENS_SCOPUS_02648|SENS_WOS_art02_00173,JA_EXISTIA_NO_CORPUS,REG_09207,titulo_exato
SENS_SCOPUS_02661,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Self-learning and self-repairing technologies to establish autonomous building maintenance,10.1051/matecconf/201927804004,2019,2,SENS_SCOPUS_02661|SENS_WOS_art02_00421,JA_EXISTIA_NO_CORPUS,REG_04258,doi_exato
SENS_SCOPUS_02664,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Prognostics and Health Management (PHM): Where are we and where do we (need to) go in theory and practice,10.1016/j.ress.2021.108119,2022,2,SENS_SCOPUS_02664|SENS_WOS_art01_00151,JA_EXISTIA_NO_CORPUS,REG_02700,doi_exato
SENS_SCOPUS_02667,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Conceptual Design of a Robotic Building Envelope Assessment System for Energy Efficiency,,2021,1,SENS_SCOPUS_02667,JA_EXISTIA_NO_CORPUS,REG_03409,titulo_exato
SENS_SCOPUS_02671,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Concept for BIM-based maintenance of engineering structures with monitoring systems; [Konzept zur BIM-basierten Instandhaltung von Ingenieurbauwerken mit Monitoringsystemen],10.1002/bate.202000095,2020,2,SENS_SCOPUS_02671|SENS_WOS_art02_00126,JA_EXISTIA_NO_CORPUS,REG_03548,doi_exato
SENS_SCOPUS_02685,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Artificial intelligence exploitation in facility management using deep learning,10.1108/CI-12-2019-0138,2020,2,SENS_SCOPUS_02685|SENS_WOS_art01_00236,JA_EXISTIA_NO_CORPUS,REG_03655,doi_exato
SENS_SCOPUS_02689,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A system of systems approach to smart Building Management: an AI vision for Facility Management,10.1109/SOSE55472.2022.9812696,2022,1,SENS_SCOPUS_02689,JA_EXISTIA_NO_CORPUS,REG_08484,doi_exato
SENS_SCOPUS_02692,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,BIM - Based machine learning engine for smart real estate appraisal,,2019,1,SENS_SCOPUS_02692,JA_EXISTIA_NO_CORPUS,REG_04365,titulo_exato
SENS_SCOPUS_02702,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Bayesian networks and Support Vector Classifier in damage risk assessment of RC prefabricated building structures in mining areas,10.23919/SpliTech49282.2020.9243718,2020,1,SENS_SCOPUS_02702,JA_EXISTIA_NO_CORPUS,REG_03624,doi_exato
SENS_SCOPUS_02708,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Text-mining building maintenance work orders for component fault frequency,10.1080/09613218.2018.1459004,2019,3,SENS_SCOPUS_02708|SENS_WOS_art02_00132|SENS_CROSSREF_01204,JA_EXISTIA_NO_CORPUS,REG_04186,doi_exato
SENS_SCOPUS_02728,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A semi-automated method for integrating textural and material data into as-built BIM using TIS,10.12989/acd.2020.5.2.127,2020,2,SENS_SCOPUS_02728|SENS_WOS_art02_00383,JA_EXISTIA_NO_CORPUS,REG_03767,doi_exato
SENS_SCOPUS_02744,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Benefits of Smart Meters in Institutional Building – A Case Study,10.1201/9781003201069-15,2022,1,SENS_SCOPUS_02744,JA_EXISTIA_NO_CORPUS,REG_02885,doi_exato
SENS_SCOPUS_02745,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,DIGITAL TWIN AND BUILDING PERFORMANCE: A REVIEW AND PROPOSED FRAMEWORK,,2022,1,SENS_SCOPUS_02745,JA_EXISTIA_NO_CORPUS,REG_02881,titulo_exato
SENS_SCOPUS_02746,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"ARTIFICIAL INTELLIGENCE IN CONSTRUCTION ASSET MANAGEMENT: A REVIEW OF PRESENT STATUS, CHALLENGES AND FUTURE OPPORTUNITIES",10.36680/j.itcon.2022.043,2022,2,SENS_SCOPUS_02746|SENS_WOS_art01_00351,JA_EXISTIA_NO_CORPUS,REG_02893,doi_exato
SENS_SCOPUS_02753,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Does historical data still count? Exploring the applicability of smart building applications in the post-pandemic period,10.1016/j.scs.2021.102804,2021,2,SENS_SCOPUS_02753|SENS_WOS_art01_00834,JA_EXISTIA_NO_CORPUS,REG_03159,doi_exato
SENS_SCOPUS_02762,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Information modelling for building maintenance using mobile clients,,2019,1,SENS_SCOPUS_02762,JA_EXISTIA_NO_CORPUS,REG_04320,titulo_exato
SENS_SCOPUS_02764,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Expert panel, preventive maintenance of heritage buildings and fuzzy logic system: An application in valdivia, Chile",10.3390/su13126922,2021,2,SENS_SCOPUS_02764|SENS_WOS_art02_00487,JA_EXISTIA_NO_CORPUS,REG_08566,doi_exato
SENS_SCOPUS_02781,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Application of Deep Learning and Unmanned Aerial Vehicle on Building Maintenance,10.1155/2021/5598690,2021,2,SENS_SCOPUS_02781|SENS_WOS_art01_00227,JA_EXISTIA_NO_CORPUS,REG_03471,doi_exato
SENS_SCOPUS_02814,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A sustainable facility management outsourcing relationships system: Artificial neural networks,10.3390/su13094740,2021,2,SENS_SCOPUS_02814|SENS_WOS_art01_00096,JA_EXISTIA_NO_CORPUS,REG_03180,doi_exato
SENS_SCOPUS_02825,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Predictive Maintenance Planning for Industry 4.0 Using Machine Learning for Sustainable Manufacturing,10.3390/su14063387,2022,2,SENS_SCOPUS_02825|SENS_WOS_art01_00143,JA_EXISTIA_NO_CORPUS,REG_02673,doi_exato
SENS_SCOPUS_02829,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A Predictive Maintenance Approach Toward Industry 4.0 Machines,10.1007/978-3-030-48021-9_72,2020,1,SENS_SCOPUS_02829,JA_EXISTIA_NO_CORPUS,REG_03934,doi_exato
SENS_SCOPUS_02833,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Comparing Word Embeddings through Visualisation,10.1109/IV56949.2022.00024,2022,2,SENS_SCOPUS_02833|SENS_WOS_art02_00349,JA_EXISTIA_NO_CORPUS,REG_02721,doi_exato
SENS_SCOPUS_02834,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Dominant transmission route of SARS-CoV-2 and its implication to indoor environment; [新型冠状病毒的主要传播途径及其对室内环境设计的影响],10.1360/TB-2020-1532,2021,2,SENS_SCOPUS_02834|SENS_WOS_art02_00558,JA_EXISTIA_NO_CORPUS,REG_03297,doi_exato
SENS_SCOPUS_02836,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Building automation system - BIM integration using a linked data structure,10.1016/j.autcon.2020.103257,2020,2,SENS_SCOPUS_02836|SENS_WOS_art02_00472,JA_EXISTIA_NO_CORPUS,REG_03607,doi_exato
SENS_SCOPUS_02842,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"12th International Conference on Construction in the 21st Century, CITC 2022",,2022,1,SENS_SCOPUS_02842,JA_EXISTIA_NO_CORPUS,REG_02821,titulo_exato
